        1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72
19      650.49  1657.94 1910.17 1697.84 1673.66 1817.41 1839.31 1845.07 1684.04 1823.8  1693.67 1703.72 1606.8  886.97  891.37  864.59  1191.69 29.05   0       963.65  173.18  535.68  1039.75 1204.35 1523.46 730.23  793.18  919.76  909.82  405.88  503.26  560.31  646.26  903.33  1110.96 1149.63 1403.21 694.47  1637.67 1493.86 748.0   568.5   591.62  553.15  606.94  580.75  569.77  591.94  1144.12 1529.22 1615.66 1615.66 1598.75 1598.75 1511.01 1504.71 1504.71 890.11  805.7   552.48  651.46  2438.65 1701.11 1718.55 874.91  874.77  614.18  561.16  955.95  1634.64 1087.06 650.49
20      767.26  1774.8  2027.03 1814.62 1790.52 1934.28 1956.17 1961.93 1800.9  1940.65 1810.53 1820.58 1723.66 299.73  304.13  277.3   1535.34 833.36  804.31  0.0     772.64  734.34  1383.4  1548.0  1867.11 863.84  926.79  652.53  785.77  857.31  954.75  1011.75 1097.65 1248.13 550.31  1493.28 1746.92 539.07  1981.32 1837.51 244.38  427.98  586.44  365.84  508.53  482.34  471.28  493.62  1260.98 1913.54 1959.27 1959.27 1942.4  1942.4  1854.54 1848.36 1848.36 659.34  680.91  1003.97 1102.95 2555.51 1817.97 1835.41 1326.4  1218.42 890.78  1012.58 429.34  1978.21 1204.01 767.26
21      682.06  1689.51 1941.74 1729.33 1705.23 1848.99 1870.88 1876.64 1715.61 1855.36 1725.24 1735.29 1638.37 918.54  922.94  896.16  1223.26 60.55   31.57   995.22  0.0     567.25  1071.32 1235.92 1555.03 761.8   824.75  951.33  941.36  437.45  534.83  591.83  677.83  934.8   1142.53 1181.2  1434.82 726.04  1669.24 1525.43 779.57  600.07  623.16  584.72  638.51  612.32  601.26  623.6   1175.69 1560.79 1647.19 1647.19 1630.32 1630.32 1542.51 1536.28 1536.28 921.68  837.27  584.05  683.03  2470.22 1732.68 1750.12 906.48  906.31  645.75  592.73  987.46  1666.21 1118.72 682.06
22      215.52  1222.97 1475.2  1262.79 1238.69 1382.41 1404.34 1410.1  1249.07 1388.82 1258.7  1268.68 1171.79 766.3   770.7   743.92  828.93  442.81  413.76  842.98  382.19  0.0     676.99  841.59  1160.7  648.26  711.21  837.72  827.89  323.87  421.27  478.19  285.66  540.47  1006.24 786.81  1040.51 573.8   1274.91 1131.1  627.33  447.83  470.95  432.48  486.27  460.08  449.02  471.36  709.15  1166.46 1252.86 1252.86 1235.99 1235.99 1148.18 1141.95 1141.95 808.14  723.73  470.51  290.86  2003.68 1266.14 1283.58 514.31  512.01  156.44  479.19  835.28  1271.87 652.18  215.52
23      683.32  933.08  1185.31 972.9   948.76  1092.56 1114.45 1120.21 959.18  1098.93 968.81  978.84  881.94  1299.81 1304.21 1277.43 236.34  911.41  882.36  1376.49 850.79  634.58  0.0     249.0   615.16  1116.86 1179.81 1306.36 1296.49 792.51  889.89  946.89  720.07  564.7   1474.84 255.64  509.28  1107.23 729.37  585.54  1160.84 981.34  1004.46 965.99  1019.78 993.59  982.53  1004.87 419.26  620.92  707.32  707.32  690.45  690.45  602.55  596.41  596.41  1276.74 1192.33 939.11  725.27  1707.21 976.15  993.69  755.35  216.76  713.08  947.79  1368.79 726.34  456.66  683.32
24      899.72  1149.48 1401.65 1189.3  1165.2  1308.96 1330.85 1336.61 1175.58 1315.33 1185.12 1195.26 1098.34 1516.11 1520.61 1493.83 56.62   1127.81 1098.76 1592.89 1067.19 850.98  216.4   0.0     831.56  1333.26 1396.21 1522.79 1512.89 1008.91 1106.29 1163.29 936.47  781.1   1691.24 472.04  725.68  1323.71 945.77  801.96  1377.22 1197.74 1220.86 1182.39 1236.17 1209.99 1198.93 1221.27 635.66  837.32  923.72  923.72  906.85  906.85  819.04  812.81  812.81  1493.14 1408.73 1155.51 941.67  1923.61 1192.65 1210.04 971.71  433.16  929.48  1164.19 1585.19 942.74  673.06  899.72
25      1334.05 530.65  756.97  456.47  520.46  664.22  686.06  691.87  530.84  670.59  540.47  550.52  599.74  1950.54 1954.94 1928.16 924.85  1562.14 1533.09 2027.22 1501.52 1285.31 772.91  937.51  0.0     1767.59 1830.54 1957.1  1947.22 1443.24 1540.62 1597.6  1370.8  1215.43 2125.57 901.67  717.86  1758.04 285.72  541.11  1811.57 1632.05 1655.19 1616.72 1670.51 1644.32 1633.26 1655.6  1069.99 576.47  263.67  263.67  246.8   246.8   558.19  551.96  551.96  1927.47 1843.06 1589.84 1376.0  1425.29 913.71  571.68  1406.08 867.49  1363.81 1598.52 2019.52 111.18  1107.39 1334.05
26      888.13  1883.57 2135.8  1923.39 1899.29 2043.05 2064.94 2070.7  1909.67 2049.42 1919.3  1929.35 1832.43 584.06  712.3   685.52  1401.96 745.94  716.89  884.79  685.32  745.91  1249.98 1414.62 1733.64 0.0     222.75  299.64  289.76  459.55  571.52  410.46  600.9   1113.5  468.02  1359.9  1613.54 1024.92 1847.94 1704.13 725.34  913.83  945.38  851.76  994.38  968.19  957.13  979.47  1369.75 1739.49 1825.89 1825.89 1809.02 1809.02 1721.21 1714.98 1714.98 270.01  185.6   400.51  561.96  2664.28 1926.66 1944.18 769.83  1085.04 824.44  492.8   518.2   1844.91 1312.78 888.13
27      969.81  1965.25 2217.48 2005.07 1980.97 2124.73 2146.62 2152.38 1991.35 2131.1  2000.97 2011.03 1914.11 665.74  793.98  767.2   1483.64 827.62  798.57  966.47  767.0   827.63  1331.62 1496.3  1815.4  81.6    0.0     381.25  371.44  541.23  653.2   492.12  682.58  1195.18 549.79  1441.58 1695.16 1106.6  1929.62 1785.81 807.02  995.51  1027.06 933.44  1076.06 1049.87 1038.75 1061.15 1451.43 1821.17 1907.57 1907.57 1890.66 1890.66 1802.89 1796.66 1796.66 351.69  267.28  482.12  643.64  2745.95 2008.42 2025.86 851.51  1166.65 906.13  574.48  599.92  1926.59 1394.43 969.81
28      953.47  1960.94 2213.22 2000.81 1976.71 2120.47 2142.36 2148.12 1987.09 2126.84 1996.72 2006.77 1909.85 303.08  431.32  404.54  1747.31 1019.55 990.5   603.81  958.93  920.53  1595.37 1759.97 2079.08 507.45  570.4   0.0     429.42  804.9   916.87  755.81  946.25  1458.85 193.92  1705.25 1958.89 725.26  2193.29 2049.44 425.68  614.17  772.59  552.1   694.68  668.53  657.42  679.78  1447.17 2084.84 2171.24 2171.24 2154.34 2154.34 2066.56 2060.33 2060.33 263.47  324.52  745.86  907.31  2741.7  2004.16 2021.6  1115.18 1430.29 1076.97 838.15  218.56  2190.26 1390.2  953.47
29      962.27  1969.79 2222.02 2009.61 1985.51 2129.27 2151.16 2156.92 1995.89 2135.64 2005.52 2015.57 1918.65 294.3   422.54  395.76  1731.74 1028.35 999.3   595.03  967.73  929.27  1579.74 1744.4  2063.51 491.88  554.83  280.74  0.0     789.33  901.28  740.24  930.68  1443.28 178.35  1689.68 1943.32 734.06  2177.72 2033.91 434.48  622.97  781.35  560.95  703.52  677.33  666.27  688.61  1455.97 2069.27 2155.67 2155.67 2138.71 2138.71 2050.99 2044.76 2044.76 287.55  308.95  730.29  891.74  2750.5  2012.96 2030.4  1099.61 1414.82 1085.77 822.58  227.36  2174.69 1398.96 962.27
30      654.15  1649.59 1901.82 1689.41 1665.31 1809.07 1830.96 1836.72 1675.69 1815.44 1685.32 1695.37 1598.45 820.38  948.62  921.84  1167.94 511.89  482.91  1083.43 451.34  511.87  1016.04 1180.64 1499.75 346.45  409.4   535.98  526.08  0.0     337.54  176.48  366.92  879.52  704.43  1125.92 1379.56 814.25  1613.96 1470.15 867.78  688.28  711.4   672.93  726.72  700.53  689.47  711.81  1135.77 1505.51 1591.91 1591.91 1575.02 1575.02 1487.23 1481    1481    506.33  421.92  168.7   327.98  2430.3  1692.76 1710.2  535.85  851.06  590.47  177.38  754.59  1610.93 1078.8  654.15
31      591.9   1587.34 1839.57 1627.16 1603.06 1746.8  1768.71 1774.47 1613.44 1753.19 1623.07 1633.12 1536.2  944.5   948.9   922.12  1105.73 449.63  420.66  1021.18 389.09  449.72  953.79  1118.39 1437.5  483.4   546.35  672.93  663.03  159.05  0.0     313.38  560.3   817.27  841.38  1063.67 1317.31 752.0   1551.71 1407.9  805.53  626.03  649.13  610.68  664.47  638.28  627.18  649.56  1073.52 1443.26 1529.66 1529.66 1512.76 1512.76 1424.98 1418.75 1418.75 643.28  558.87  305.65  565.5   2368.05 1630.51 1647.95 788.95  788.81  528.22  314.33  891.54  1548.68 1016.55 591.9
32      477.68  1473.13 1725.42 1513.01 1488.91 1632.67 1654.56 1660.32 1499.29 1639.03 1508.92 1518.97 1422.05 830.35  834.75  807.97  991.58  335.56  306.45  907.03  274.94  335.56  839.57  1004.24 1323.35 373.52  436.47  562.98  553.15  49.17   161.13  0.0     446.15  703.05  731.5   949.52  1203.16 637.85  1437.56 1293.75 691.38  511.88  535.0   496.53  550.32  524.13  513.07  535.41  959.37  1329.11 1415.51 1415.51 1398.64 1398.64 1310.83 1304.6  1304.6  533.4   448.99  195.77  451.35  2253.9  1516.36 1533.8  674.8   674.66  414.07  204.45  781.66  1434.53 902.4   477.68
33      468.16  1428.63 1680.83 1468.37 1444.27 1588.03 1609.92 1615.68 1454.71 1594.4  1464.37 1474.41 1377.41 1018.93 1023.34 996.56  946.94  601.54  572.39  1095.62 540.82  325.88  795.0   959.6   1278.71 577.8   640.77  767.33  757.43  482.54  579.87  326.3   0.0     412.95  935.78  904.88  1158.47 826.44  1392.92 1249.11 879.97  700.47  723.59  685.12  738.95  712.72  701.66  724     914.81  1284.47 1370.87 1370.87 1354    1354    1266.19 1259.96 1259.96 737.68  653.34  399.26  133.52  2209.28 1471.72 1489.16 352.64  630.02  404.48  408.64  985.94  1389.89 857.76  468.16
34      472.62  1151.34 1403.6  1191.19 1167.09 1310.85 1332.74 1338.5  1177.47 1317.22 1187.1  1197.15 1100.23 1089.11 1093.51 1066.73 631.21  699.42  670.37  1165.79 638.8   422.59  479.27  643.87  962.94  904.87  967.82  1094.37 1084.5  580.52  677.9   734.9   508.08  0.0     1262.85 589.15  842.79  896.61  1077.19 933.38  950.14  770.64  793.76  755.29  809.08  782.82  771.8   794.17  637.55  968.74  1055.14 1055.14 1038.27 1038.27 950.46  944.23  944.23  1064.75 980.34  727.12  513.28  1932.08 1194.54 1211.93 527.28  314.29  501.09  735.8   1158.09 1074.16 580.58  472.62
35      1039.56 2035.0  2287.23 2074.78 2050.72 2194.48 2216.37 2222.13 2061.1  2200.85 2070.73 2080.78 1983.86 529.8   658.04  631.26  1553.39 897.37  868.32  830.53  836.75  897.38  1401.45 1566.05 1885.16 313.53  376.48  244.59  235.5   610.98  722.93  561.89  752.33  1264.9  0.0     1511.33 1764.97 969.92  1999.37 1855.56 670.34  858.83  1017.29 796.69  939.38  913.19  902.09  924.47  1521.18 1890.92 1977.32 1977.32 1960.35 1960.35 1872.59 1866.41 1866.41 215.01  130.6   551.94  713.39  2815.71 2078.17 2095.61 921.26  1236.47 975.88  644.23  463.27  1996.34 1464.21 1039.56
36      763.11  1155.19 1407.5  1195.09 1170.99 1314.75 1336.64 1342.4  1181.37 1321.12 1191.0  1201.05 1104.06 1379.6  1384.0  1357.22 510.71  989.91  960.86  1456.28 929.29  713.08  358.77  523.37  838.03  925.45  988.4   1114.98 1105.08 871.01  968.39  671.77  509.48  290.49  1283.43 0       431.58  1187.1  952.24  808.43  1240.63 1061.13 1084.25 1045.78 1099.57 1073.38 1062.32 1084.66 641.45  843.79  930.19  930.19  913.24  913.24  825.51  819.28  819.28  1085.33 1000.92 746.21  481.19  1708.19 1198.44 1215.88 482.18  436.36  791.58  756.38  1448.58 949.21  678.8   763.11
37      812.66  1062.42 1314.65 1102.24 1078.14 1221.9  1243.79 1249.55 1088.52 1228.27 1098.15 1108.2  1011.28 1429.15 1433.55 1406.77 417.86  1040.75 1011.7  1505.83 980.13  763.92  265.92  430.52  745.18  1246.2  1309.15 1435.73 1425.83 921.85  1019.23 1076.23 849.41  371.66  1604.13 116.84  0       1236.65 859.39  715.58  1290.18 1110.68 1133.8  1095.33 1149.12 1122.84 1111.87 1134.21 548.6   750.89  837.34  837.34  820.47  820.47  732.66  726.43  726.43  1406.08 1321.67 1068.45 562.49  1837.23 1105.57 1123.03 563.45  346.1   842.34  1077.13 1498.13 856.36  586     812.66
38      570.66  1578.11 1830.34 1617.93 1593.83 1737.59 1759.48 1765.24 1604.21 1743.96 1613.84 1623.89 1526.97 192.5   196.9   170.1   1338.56 636.67  607.62  269.18  576.05  537.65  1186.71 1351.31 1670.42 754.49  817.44  484.67  651.99  660.68  758.06  815.06  901.0   1051.44 416.49  1296.59 1550.23 0.0     1784.63 1640.82 53.53   231.29  389.75  169.22  311.84  285.63  274.59  296.93  1064.29 1716.93 1762.58 1762.58 1745.68 1745.68 1657.86 1651.67 1651.67 491.48  547.09  807.28  906.26  2358.82 1621.28 1638.72 1129.71 1021.73 694.09  815.96  261.48  1781.6  1007.32 570.66
39      1322.36 283.81  510.13  209.63  273.62  417.38  439.27  444.96  284.0   423.75  293.63  303.68  352.9   1938.85 1943.25 1916.47 913.16  1550.45 1521.4  2015.53 1489.83 1273.62 761.22  925.82  170.11  1755.9  1818.85 1945.41 1935.52 1431.55 1528.93 1585.93 1359.11 1203.74 2113.88 889.98  706.17  1746.35 0.0     332.38  1799.88 1620.38 1643.5  1605.03 1658.82 1632.63 1621.48 1643.86 784.99  367.74  16.83   16.83   68.17   68.17   349.46  343.23  343.23  1915.78 1831.37 1578.15 1364.31 1038.61 704.98  324.92  1394.39 855.8   1352.12 1586.83 2007.83 281.29  1095.7  1322.36
40      1226.41 358.4   610.53  398.22  374.12  517.88  539.77  545.53  384.4   524.25  394.13  404.18  307.26  1842.96 1847.36 1820.58 848.78  1486.07 1457.02 1919.64 1425.45 1266.48 696.84  861.44  504.84  1691.52 1754.47 1881.05 1871.15 1367.17 1464.55 1521.51 1294.73 1139.36 2066.95 825.57  648.92  1650.46 422.03  0.0     1703.99 1524.49 1547.61 1509.14 1562.93 1536.74 1525.68 1548.02 633.87  117.72  399.98  399.98  383.11  383.11  17.11   10.88   10.88   1851.4  1766.99 1513.77 1299.93 1139.11 372.63  419.01  1330.01 791.42  1287.74 1522.45 1911.94 616.02  939.92  1226.41
41      585.54  1593.05 1845.22 1632.87 1608.77 1752.53 1774.42 1780.18 1619.15 1758.9  1628.78 1638.83 1541.91 191.13  195.53  168.75  1353.59 651.61  622.56  267.81  590.99  552.59  1201.65 1366.25 1685.36 748.24  811.19  478.42  645.74  675.62  772.98  830.0   916.0   1066.38 410.24  1311.53 1565.17 357.32  1799.57 1655.76 0.0     246.23  404.69  184.16  326.78  300.59  289.53  311.87  1079.23 1731.87 1777.52 1777.52 1760.65 1760.65 1672.79 1666.61 1666.61 485.23  540.84  822.22  921.2   2373.76 1636.22 1653.66 1144.65 1036.67 709.03  830.9   255.22  1796.54 1022.26 585.54
