        1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32
16      1344.41 1768.38 22.05   354.43  1821.93 1642.43 1665.55 1627.08 1680.87 1654.68 1643.62 1665.96 768.16  389.79  0       0       90.23   90.23   371.51  365.28  365.28  1021.78 546.11  308.09  1416.44 877.85  1374.17 1608.88 2029.88 303.34  1117.75 1344.41
17      1318.5  1742.49 38.92   328.52  1796.02 1616.52 1639.57 1601.17 1654.96 1628.77 1617.71 1640.05 785.03  363.88  16.87   16.87   0       0       345.6   339.37  339.37  1038.65 562.98  324.9   1390.53 851.94  1348.26 1582.97 2003.97 277.43  1091.84 1318.5
18      1318.5  1742.49 38.92   328.52  1796.02 1616.52 1639.57 1601.17 1654.96 1628.77 1617.71 1640.05 785.03  363.88  16.87   16.87   0       0       345.6   339.37  339.37  1038.65 562.98  324.9   1390.53 851.94  1348.26 1582.97 2003.97 277.43  1091.84 1318.5
19      1209.36 1633.35 404.92  60.76   1686.83 1507.38 1530.48 1492.03 1545.82 1519.63 1508.57 1530.91 616.76  100.61  382.87  382.87  366     366     0       71.52   71.52   1122    355.52  401.9   1312.9  774.31  1270.63 1505.34 1894.83 598.91  922.81  1209.36
20      1215.59 1639.53 411.15  66.99   1693.06 1513.61 1536.73 1498.26 1552.05 1525.86 1514.8  1537.09 622.99  106.84  389.1   389.1   372.23  372.23  6.15    0       0       1128.23 361.75  408.13  1319.13 780.54  1276.86 1511.57 1901.06 605.13  928.98  1215.59
21      1215.59 1639.53 411.15  66.99   1693.06 1513.61 1536.73 1498.26 1552.05 1525.86 1514.8  1537.09 622.99  106.84  389.1   389.1   372.23  372.23  6.15    0       0       1128.23 361.75  408.13  1319.13 780.54  1276.86 1511.57 1901.06 605.13  928.98  1215.59
22      2171.34 2595.38 1274.77 1412.54 2648.91 2469.41 2492.53 2454.06 2507.85 2481.66 2470.6  2492.94 1578.79 1452.39 1291.6  1291.6  1601.94 1601.94 1429.62 1423.39 1423.39 0       1356.74 1113.06 2524.45 1985.42 2367.84 2678.52 2856.86 1637.92 1884.84 2171.34
23      1207.93 1631.92 508.05  178.71  1685.45 1505.95 1529.07 1490.6  1544.39 1518.2  1507.14 1529.48 615.33  154.92  486     486     469.13  469.13  195.79  189.56  189.56  1120.54 0       400.47  1416.03 877.44  1404.38 1608.47 1893.43 702.04  921.43  1207.93
24      1217.4  1641.37 327.27  458.58  1694.95 1515.45 1538.52 1500.1  1553.89 1527.7  1516.64 1538.98 624.83  498.43  344.1   344.1   395.45  395.45  475.66  469.43  469.43  889.54  402.78  0       1570.49 1031.46 1413.88 1724.49 1902.9  608.56  930.88  1217.4
25      708.69  1066.94 1367.56 1223.75 1120.5  940.96  964.12  925.65  979.44  953.16  942.19  964.53  927.92  1259.11 1345.51 1345.51 1328.64 1328.64 1240.83 1234.6  1234.6  2222.45 1484.91 1502.35 0       604.66  645.01  607.17  1184.29 1364.53 870.95  708.69
26      561.45  985.44  849.51  705.62  1038.97 859.47  882.59  844.12  897.91  871.72  860.66  882.92  409.28  740.98  827.38  827.38  810.53  810.53  722.7   716.47  716.47  1703.81 966.27  983.71  633.5   0       591.21  825.92  1246.97 846.4   446.68  561.45
27      346.09  704.41  1350.43 1206.62 757.85  578.44  601.54  563.09  616.88  590.69  579.63  601.97  839.76  1241.98 1328.38 1328.38 1311.51 1311.51 1223.7  1217.47 1217.47 2134.29 1396.75 1414.19 589.83  587.53  0       554.71  965.89  1347.4  782.79  346.09
28      1078.05 1217.44 2037.86 1894.05 917.86  1106.35 1135.3  1044.28 1186.9  1160.67 1149.65 1171.99 1559.67 1929.41 2015.81 2015.81 1998.88 1998.88 1911.13 1904.9  1904.9  2854.2  2116.58 2134.1  959.75  1274.96 1014.37 0       710.79  2034.83 1502.7  1078.05
29      780.51  552.32  1994.57 1850.76 252.74  441.23  599.67  379.16  521.78  495.59  484.47  506.87  1274.23 1926.87 1972.52 1972.52 1955.65 1955.65 1867.79 1861.61 1861.61 2568.75 1831.22 1848.66 1156.91 1231.67 904.03  879.88  0       1991.54 1217.26 780.51
30      1222.87 1646.9  174.54  429.93  1700.39 1520.89 1544.01 1505.54 1559.33 1533.14 1522.08 1544.42 958.81  465.29  152.49  152.49  135.62  135.62  447.01  440.8   440.8   1314.11 802.53  460.58  1294.9  756.31  1252.63 1487.38 1908.34 0       996.21  1222.87
31      491.64  915.63  1055.61 885.19  969.16  789.74  812.79  774.38  828.16  801.98  790.87  813.21  272.39  925.02  1033.49 1033.49 1016.62 1016.62 902.26  896.03  896.03  1566.92 829.38  846.82  844.7   402.19  688.09  998.77  1177.11 1052.55 0       491.64
32      0.0     617.63  1213.97 1070.16 671.16  491.62  514.7   476.31  530.1   503.91  492.85  515.19  493.63  1146.27 1191.92 1191.92 1175.05 1175.05 1087.22 1081.01 1081.01 1788.16 1050.62 1068.06 671.43  451.07  390.09  712.84  879.11  1210.94 436.66  0.0
