        1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      93      94      95      96      97      98      99      100     101     102     103     104     105     106     107     108     109     110     111     112
11      1067.6  236.6   732.23  2102.78 2010.28 1101.67 2113.74 987.06  409.44  976.65  0.0     839.32  1797.93 596.71  1972.18 793.87  954.9   2126.7  1218.82 1816.72 1923.88 2378.74 808.78  746.35  1918.12 2152.07 2867.73 1120.8  1230.19 782.59  1724.69 2021.9  1247.45 545.38  771.53  732.43  2107.78 1444.25 2058.51 1297.89 869.71  930.33  1544.29 2094.06 2067.44 839.17  2026.79 2032.33 547.46  853.07  2233.81 666.16  643.94  917.04  1235.45 1996.93 2127.69 873.57  1888.52 2249.33 539.74  1430.3  499.42  1554.14 717.87  594.85  930.34  1816.72 1899.37 1434.41 2052.5  1260.4  346.49  728.23  1403.67 1423.05 1310.48 1173.06 21.93   1610.81 1352.75 417.14  2150.02 2010.28 2255.09 893.64  901.28  1381.4  755.03  584.9   2083.68 755.91  1993.41 1586.35 1993.41 629.84  114.06  2037.69 493.62  2149.74 84.41   2848.67 2111.09 2128.57 954.22  1269.43 1008.84 677.19  332.64  2029.3  1497.17 1067.6
12      570.66  328.07  907.63  1738.07 1762.58 887.38  1623.89 490.12  817.44  836.75  547.09  0.0     1550.23 248.23  1589.62 296.93  815.04  1709.35 722.88  1569.02 1716.93 1888.89 311.84  906.26  1670.42 1684.42 2377.88 906.51  982.49  285.63  1476.99 1540.76 1001.0  196.9   274.59  592.57  1617.93 1196.61 1568.66 1051.44 576.05  636.67  1296.59 1604.21 1577.59 993.64  1536.94 1784.63 198.98  1028.56 1743.96 169.22  660.68  623.38  989.0   1565.41 1637.84 733.71  1640.82 1759.48 53.53   1182.61 907.42  1064.29 269.18  815.06  537.65  1569.02 1651.67 1186.71 1521.42 1013.95 754.49  231.29  1155.97 1175.35 1062.78 676.12  569.02  1363.11 862.9   192.5   1681.77 1762.58 1765.24 599.98  607.62  1133.7  930.52  807.28  1593.83 758.06  1745.68 1338.56 1745.68 850.05  484.67  1547.84 130.27  1659.89 491.48  2358.82 1621.28 1638.72 1129.71 1021.73 694.09  815.96  261.48  1781.6  1007.32 570.66
13      812.66  1558.27 856.07  929.84  837.34  568.35  1108.2  1234.17 1309.15 778.27  1321.67 1236.65 0       1484.88 799.24  1134.21 756.52  953.76  642.27  643.78  750.89  1373.2  1149.12 562.49  745.18  979.13  1856.29 587.48  295.29  1122.84 551.75  848.96  314.58  1433.55 1111.87 839.33  1102.24 376.7   1052.97 371.66  980.13  1040.75 116.84  1088.52 1061.9  649.87  1021.25 859.39  1435.63 459.95  1228.27 1095.33 921.85  1027.46 302.58  823.99  1122.15 675.19  715.58  1243.79 1290.18 362.7   1448.5  548.6   1505.83 1076.23 763.92  643.78  726.43  265.92  879.56  323.09  1246.2  1110.68 230.73  396.89  236.51  724.48  1343.6  437.87  456.43  1429.15 977.08  837.34  1249.55 1004.06 1011.7  208.46  878.87  1068.45 1078.14 1019.23 820.47  417.86  820.47  1111.22 1435.73 1032.15 1366.92 1144.2  1406.08 1837.23 1105.57 1123.03 563.45  346.1   842.34  1077.13 1498.13 856.36  586     812.66
14      748.28  370.97  1085.34 1915.68 1940.2  1065.0  1801.51 667.72  807.53  1014.41 561.65  520.0   1727.85 0.0     1767.24 474.55  992.66  1886.97 900.49  1746.64 1894.55 2066.51 489.46  1083.85 1848.04 1862.1  2555.45 1084.13 1160.11 463.27  1654.61 1718.38 1178.62 32.27   452.21  770.1   1795.55 1374.23 1746.28 1229.06 753.67  814.29  1474.21 1781.83 1755.21 1171.26 1714.56 1962.25 43.51   1206.18 1921.58 346.84  838.3   801.0   1166.62 1743.03 1815.46 911.33  1818.44 1937.1  225.33  1360.23 897.51  1241.91 347.03  992.68  715.26  1746.64 1829.29 1364.33 1699.04 1191.57 744.58  408.91  1333.59 1352.97 1240.4  853.74  583.58  1540.73 1040.52 180.47  1859.39 1940.2  1942.86 777.6   785.24  1311.32 1108.14 984.9   1771.45 935.61  1923.33 1516.27 1923.33 1027.67 524.22  1725.46 122.78  1837.51 531.03  2536.44 1798.9  1816.34 1307.33 1199.35 871.71  993.58  308.23  1959.22 1184.94 748.28
15      1142.78 1894.84 1340.66 434.67  439.25  1052.94 320.49  1564.29 1793.74 1262.86 1806.26 1566.77 688.11  1815.0  0.0     1464.33 1241.11 405.95  964.84  204.07  156.99  585.49  1479.24 1339.2  544.11  381.08  1074.48 1072.07 779.84  1453.05 357.46  49.72   1064.71 1763.67 1441.99 1323.92 314.53  861.29  269.52  1178.63 1464.68 1525.34 864.87  300.72  278.45  1426.58 237.8   487.42  1765.75 1265.78 440.56  1425.45 1406.44 1512.05 1052.71 24.75   334.44  1159.78 117.14  456.08  1620.3  847.29  1933.09 550.18  1835.95 1560.82 1182.79 204.07  127.99  736.11  80.32   1141.14 1730.79 1440.8  699.19  881.48  721.09  1054.6  1828.19 392.64  726.66  1759.27 378.37  439.25  461.84  1488.65 1496.22 676.92  1363.46 1553.04 290.43  1503.76 422.38  888.05  422.38  1595.81 1920.32 248.65  1697.04 356.49  1890.67 1055.42 288.85  335.32  1369.28 830.69  1339.23 1561.72 1828.25 655.29  856.23  1142.78
16      383.59  550.73  720.68  1551.1  1575.57 700.37  1436.88 303.11  860.97  649.78  769.75  222.6   1363.22 470.89  1402.61 0       628.03  1522.32 535.85  1382.01 1529.92 1701.88 14.91   719.25  1483.41 1497.47 2190.87 719.53  795.48  99.2    1289.98 1353.75 813.99  419.56  88.22   405.48  1430.92 1009.6  1381.65 864.43  389.04  449.66  1109.58 1417.2  1390.58 806.63  1349.9  1597.62 421.64  841.55  1556.95 81.34   473.67  436.37  801.99  1378.4  1450.83 546.7   1453.81 1572.47 276.11  995.6   1000.23 877.28  491.84  628.05  350.57  1382.01 1464.66 999.7   1334.41 826.94  798.02  96.69   968.96  988.34  875.67  489.11  791.68  1176.1  675.89  415.16  1494.76 1575.57 1578.23 413.03  420.61  946.69  743.41  620.27  1406.82 571.05  1558.7  1151.59 1558.7  663.05  707.31  1360.83 352.93  1472.96 714.14  2171.81 1434.27 1451.71 942.7   834.74  507.08  628.95  484.14  1594.59 820.25  383.59
17      434.31  1136.69 434.49  1147.88 1055.38 146.77  1158.84 855.82  887.52  21.75   900.09  858.3   842.98  1106.44 1017.28 755.86  0       1171.8  263.92  861.8   968.98  1423.84 770.77  433.01  963.22  1197.17 1912.83 165.9   275.29  744.58  769.79  1067.0  292.55  1055.2  733.52  417.75  1152.88 489.41  1103.61 342.99  558.55  619.17  589.39  1139.16 1112.54 520.41  1071.89 1077.43 1057.28 430.14  1278.91 716.98  500.27  605.88  280.55  1042.03 1172.79 253.61  933.62  1294.43 911.83  475.41  1026.92 599.24  1127.48 654.65  342.34  861.8   944.47  479.51  1097.6  305.5   824.62  732.33  448.77  468.15  355.58  346.13  922.02  655.91  397.85  1050.8  1195.08 1055.38 1300.19 582.48  590.12  426.5   457.29  646.87  1128.78 597.65  1038.51 631.45  1038.51 689.64  1014.15 1082.79 988.57  1194.84 984.5   1893.77 1156.23 1173.67 533.64  314.53  420.77  655.55  1119.78 1074.4  542.27  434.31
18      1403.9  2149.51 1447.31 28.79   98.37   1159.59 223.14  1825.41 1900.39 1369.51 1912.91 1827.85 787.71  2076.12 497.58  1725.45 1347.76 0.0     1233.51 342.12  449.28  488.14  1740.36 1445.85 251.65  78.08   977.13  1178.72 886.43  1714.17 464.11  401.88  1171.36 2024.79 1703.11 1430.57 129.09  967.89  409.04  1285.28 1571.37 1631.99 971.52  203.46  418.0   1533.23 377.35  81.54   2026.87 1372.43 343.21  1686.57 1513.09 1618.7  1159.36 522.33  149.0   1266.43 413.92  358.73  1881.42 953.94  2039.74 704.45  2097.07 1667.47 1355.16 342.12  424.77  842.76  382.52  1247.79 1837.44 1701.92 805.84  988.13  827.75  1315.72 1934.84 499.29  880.92  2020.39 76.03   98.37   364.49  1595.3  1602.94 783.57  1470.01 1659.69 193.08  1610.42 149.72  994.66  149.72  1702.46 2026.92 388.25  1958.16 171.05  1997.32 958.07  482.4   244.38  1475.93 937.34  1433.62 1668.37 2089.37 362.83  1010.5  1403.9
19      307.91  1059.92 640.24  1279.83 1187.33 312.13  1041.66 729.42  1052.93 522.05  1065.45 731.9   974.98  980.13  1007.39 629.46  500.3   1127.12 0.0     993.77  1100.93 1306.66 644.37  638.78  1095.17 1102.25 1795.65 331.26  407.24  618.18  901.74  958.53  425.75  928.8   607.12  583.11  1035.7  621.36  986.43  476.19  703.51  764.13  721.34  1021.98 995.27  726.16  954.63  1209.38 930.88  563.34  1161.73 590.58  665.63  750.84  413.75  983.11  1055.61 418.97  1065.57 1177.25 785.42  607.36  1192.28 482.06  1001.08 820.01  347.92  993.77  1076.42 611.36  939.19  438.7   989.98  605.93  580.72  600.1   487.53  219.73  1087.38 787.86  280.67  924.4   1099.54 1187.33 1183.01 727.44  735.08  558.45  663.04  812.23  1011.6  763.01  1170.44 763.4   1170.44 855.0   1179.47 965.61  862.17  1077.66 1149.86 1776.59 1039.05 1056.49 666.84  446.48  504.36  820.91  993.38  1206.35 425.09  307.91
20      1169.34 1914.95 1212.75 403.84  311.34  925.03  475.95  1590.85 1665.83 1134.95 1678.35 1593.33 560.28  1841.56 155.41  1490.89 1113.2  561.41  998.95  0       107.16  740.95  1505.76 1211.29 416.2   536.52  1229.94 944.16  651.97  1479.61 229.55  205.18  936.7   1790.23 1468.55 1196.01 469.99  733.38  424.98  1050.72 1336.81 1397.43 736.96  456.27  433.91  1298.67 393.19  333.39  1792.31 1137.87 596.02  1452.01 1278.53 1384.14 924.8   180.21  489.9   1031.87 71.8    611.54  1646.79 719.38  1805.18 705.57  1862.51 1432.91 1120.6  0       82.65   608.2   235.78  1013.23 1602.88 1467.36 571.28  753.57  593.19  1081.16 1700.28 264.73  882.12  1785.83 533.83  311.34  617.3   1360.74 1368.38 549.01  1235.55 1425.13 445.89  1375.91 294.47  760.14  294.47  1467.9  1792.41 404.16  1723.6  511.95  1762.76 1210.88 444.4   490.78  1241.37 702.78  1199.1  1433.81 1854.81 527.38  1011.69 1169.34
21      1249.59 1995.2  1293.0  484.09  391.59  1005.25 488.45  1671.1  1746.08 1215.2  1758.6  1673.58 640.53  1921.81 167.93  1571.14 1193.45 573.91  1079.2  156.41  0.0     753.45  1586.05 1291.54 496.45  549.04  1242.44 1024.41 732.22  1559.86 309.8   217.68  1017.05 1870.48 1548.8  1276.26 482.49  813.63  437.48  1130.97 1417.06 1477.68 817.21  468.77  446.41  1378.92 405.76  413.64  1872.56 1218.1  608.52  1532.26 1358.78 1464.3  1005.05 192.71  502.4   1112.12 84.3    624.04  1727.11 799.63  1885.43 718.11  1942.76 1513.16 1200.85 156.41  95.15   688.45  248.28  1093.48 1683.13 1547.61 651.53  833.82  673.44  1161.41 1780.53 344.98  894.62  1866.08 546.33  391.59  629.8   1440.99 1448.63 629.26  1315.8  1505.38 458.39  1456.16 374.72  840.39  374.72  1548.15 1872.58 416.66  1803.85 524.45  1843.01 1223.38 456.9   503.28  1321.62 783.03  1279.35 1514.06 1935.06 607.63  1024.19 1249.59
22      1565.69 2317.75 1898.02 616.32  685.9   1564.04 424.26  1987.2  2304.84 1824.93 2317.36 1989.68 1377.95 2237.91 719.41  1887.24 1803.18 587.69  1387.75 893.77  846.69  0.0     1902.15 1896.56 839.18  562.73  990.53  1583.17 1328.91 1875.96 1047.16 670.52  1677.66 2186.58 1864.92 1834.98 496.18  1431.77 677.71  1728.1  1961.29 2021.91 1544.96 404.58  686.64  1983.94 645.99  669.07  2188.71 1815.25 375.46  1848.36 1917.54 2008.62 1665.66 695.17  516.09  1721.85 806.81  390.98  2043.19 1417.77 2444.19 973.09  2258.86 2071.86 1605.7  893.77  817.69  1425.79 651.18  1690.61 2241.89 1863.71 1404.44 1430.51 1311.15 1477.61 2339.29 1082.34 1149.57 2182.18 560.09  685.9   396.74  1985.22 1992.81 1382.07 1920.82 2064.14 457.12  2014.92 737.25  1577.75 737.25  2106.91 2431.38 656.89  2119.95 538.14  2401.77 971.47  751.11  507.44  1918.75 1379.72 1762.2  2072.82 2251.16 950.36  1279.14 1565.69
23      368.68  535.82  705.8   1536.13 1560.66 685.46  1421.97 288.2   846.06  634.87  754.84  207.75  1348.31 455.88  1387.7  95.65   613.12  1507.43 520.94  1367.1  1515.01 1686.97 0.0     704.34  1468.5  1482.56 2175.96 704.59  780.57  84.37   1275.07 1338.75 799.08  404.65  73.31   390.65  1416.0  994.69  1366.74 849.45  374.13  434.75  1094.67 1402.29 1375.63 791.72  1335.02 1582.71 406.73  826.64  1542.04 66.43   458.76  421.46  787.07  1363.49 1435.92 531.79  1438.9  1557.56 261.28  980.69  985.41  862.37  476.93  613.14  335.73  1367.1  1449.75 984.79  1319.42 812.03  783.11  81.78   954.05  973.43  860.86  474.2   776.77  1161.19 660.98  400.25  1479.85 1560.66 1563.32 398.06  405.7   931.78  728.6   605.36  1391.91 556.14  1543.79 1136.73 1543.79 648.23  692.42  1345.82 338.02  1457.97 699.23  2156.9  1419.36 1436.8  927.79  819.79  492.17  614.04  469.23  1579.68 805.4   368.68
24      668.27  756.3   410.85  1698.53 1606.03 697.42  1709.49 825.89  507.18  572.4   519.7   828.37  1393.68 1076.6  1567.93 725.93  550.65  1722.45 814.57  1412.47 1519.6  1974.49 740.84  0.0     1513.83 1747.82 2463.48 716.55  825.86  714.65  1320.44 1617.65 843.2   1025.27 703.59  328.18  1703.53 1040.06 1654.26 893.64  465.46  526.08  1140.04 1689.81 1663.19 87.38   1622.54 1628.08 1027.27 531.69  1829.56 687.05  239.69  512.79  831.2   1592.68 1723.44 469.32  1484.27 1845.08 881.9   1026.06 646.53  1149.89 1097.55 190.52  526.03  1412.47 1495.12 1030.16 1648.25 856.15  444.23  702.4   999.42  1018.8  906.23  773.73  541.63  1206.56 948.5   918.06  1745.77 1606.03 1850.77 489.39  497.03  977.15  433.65  265.69  1679.43 351.66  1589.16 1182.1  1589.16 308.46  633.76  1633.44 958.64  1745.49 604.11  2444.42 1706.81 1724.32 632.84  865.18  604.51  275.16  852.31  1625.05 1092.92 668.27
25      1334.05 2079.66 1377.46 356.17  263.67  1089.74 550.52  1755.56 1830.54 1299.66 1843.06 1758.04 717.86  2006.27 624.77  1655.6  1277.91 380.09  1163.66 469.31  576.47  815.52  1670.51 1376.0  0.0     405.46  1444.35 1108.87 816.68  1644.32 394.26  674.49  1101.51 1954.94 1633.26 1360.72 456.47  898.09  894.29  1215.43 1501.52 1562.14 901.67  530.84  903.22  1463.38 862.57  285.72  1957.02 1302.58 670.59  1616.72 1443.24 1548.85 1089.51 649.49  476.38  1196.58 541.11  686.06  1811.57 884.0   1969.89 1069.99 2027.22 1597.6  1285.31 469.31  551.96  772.91  705.09  1177.94 1767.59 1632.05 735.99  918.28  757.9   1245.87 1864.99 429.44  977.75  1950.54 403.41  263.67  691.87  1525.45 1533.09 713.72  1400.2  1589.84 520.46  1540.62 246.8   924.85  246.8   1632.61 1957.1  873.47  1888.31 498.4   1927.47 1425.29 913.71  571.68  1406.08 867.49  1363.81 1598.52 2019.52 111.18  1107.39 1334.05
26      1268.55 2174.31 1472.11 53.59   123.17  1184.39 194.61  1690.06 1925.19 1394.31 1937.71 1692.54 812.51  1940.77 422.24  1590.1  1372.56 24.87   1090.61 366.92  474.08  459.64  1605.01 1470.65 276.45  0.0     948.63  1203.52 911.33  1578.82 488.91  373.38  1196.11 1889.44 1567.76 1455.37 100.59  992.74  380.57  1310.08 1596.17 1656.79 996.32  174.96  389.5   1558.03 348.85  106.34  1891.52 1397.23 314.71  1551.22 1537.89 1643.5  1184.16 398.03  120.5   1291.23 438.72  330.23  1746.07 978.74  2064.54 675.91  1961.72 1692.27 1379.96 366.92  449.57  867.56  354.04  1272.59 1862.24 1566.57 830.64  1012.93 852.55  1180.37 1959.64 524.09  852.43  1885.04 47.53   123.17  335.99  1620.1  1627.74 808.37  1494.9  1684.49 164.58  1635.27 174.52  1019.5  174.52  1727.26 2051.77 359.75  1822.8  142.55  2022.12 929.57  453.82  215.88  1500.73 962.14  1458.46 1693.09 1954.02 387.63  982     1268.55
