        1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52
11      1099.2  337.41  1954.97 915.59  344.54  1454.26 1224.33 355.39  396.89  1011.02 0.0     1116.68 506.53  246.76  334.7   179.9   964.02  1255.36 1771.42 1520.71 1424.87 1872.8  438.64  257.08  1261.61 1381.87 1786.51 915.58  1420.75 483.27  1964.88 1398.41 1526.37 1368.53 1078.47 270.82  1199.17 208.22  1850.87 390.52  965.28  1011.75 288.74  180.45  1452.26 913.23  1295.65 1606.33 1784.64 882.69  812.65  1099.2
12      318.56  1366.21 838.35  1012.07 1102.66 291.39  474.75  1113.51 1447.95 424.02  1272.65 0.0     768.28  1297.79 1364.16 1230.96 637.19  87.71   1003.79 753.08  261.93  756.12  1038.09 1186.32 512.03  614.24  1018.88 595.54  653.12  1534.32 848.25  630.78  424.22  251.85  758.43  1321.92 449.5   1236.04 734.19  1441.58 658.45  2062.81 1325.27 1342.71 490.58  483.57  254.94  489.65  1016.99 1243.44 711.31  318.56
13      592.64  687.05  1448.47 825.55  679.65  947.77  717.68  690.5   746.53  504.46  571.23  610.12  0.0     596.4   684.34  529.54  457.46  748.8   1264.79 1014.14 918.31  1366.24 773.81  592.19  755.05  875.31  1279.95 409.02  914.19  832.91  1458.34 891.85  1019.81 861.97  571.91  620.5   692.61  543.33  1344.31 740.16  458.72  1361.39 623.85  641.29  945.7   406.67  789.09  1099.77 1278.07 1056.92 306.09  592.64
14      1171.49 168.53  2027.24 983.69  412.64  1526.62 1296.62 423.44  150.13  1083.31 283.5   1188.97 578.89  0.0     165.82  146.8   1036.31 1327.65 1843.71 1593.0  1497.16 1945.09 506.74  325.18  1333.9  1454.16 1858.76 987.87  1493.04 236.51  2037.18 1470.7  1598.66 1440.82 1150.76 101.98  1271.46 276.32  1923.16 143.76  1037.57 764.99  356.84  113.24  1524.55 985.52  1367.94 1678.62 1856.96 556.12  884.94  1171.49
15      1221.02 119.61  2076.85 1033.22 462.17  1576.15 1346.15 473.02  267.18  1132.84 333.04  1238.5  628.41  117.05  0.0     196.33  1085.84 1377.18 1893.24 1642.53 1546.69 1994.62 556.33  374.69  1383.43 1503.69 1908.33 927.94  1542.53 353.56  2086.75 1520.23 1648.18 1490.35 1200.29 53.06   1320.99 325.85  1972.69 260.81  1087.1  882.04  406.37  168.35  1574.08 1035.05 1417.47 1728.15 1906.49 507.16  934.47  1221.02
16      1024.69 245.88  1880.52 836.89  265.84  1379.82 1149.82 276.69  305.36  936.51  136.71  1042.17 432.09  155.23  243.17  0.0     889.51  1180.85 1696.91 1446.2  1350.36 1798.29 360.0   178.38  1187.1  1307.36 1712.0  841.07  1346.24 391.74  1890.42 1323.9  1451.86 1293.97 1003.96 179.32  1124.65 129.52  1776.36 298.99  890.77  920.22  210.04  200.12  1377.75 838.72  1221.14 1531.77 1710.16 803.99  738.14  1024.69
17      415.77  1200.89 1028.94 777.69  868.28  481.98  259.87  879.13  1260.37 327.59  1085.07 190.59  580.7   1110.24 1129.78 1043.38 0.0     278.3   1087.99 837.28  452.52  946.71  803.71  951.94  297.15  698.44  1103.08 361.16  737.32  1346.75 1038.77 714.98  614.79  442.44  524.05  1134.27 234.62  1001.66 924.78  1253.99 423.97  1875.23 1137.69 1155.13 487.8   249.19  445.53  680.24  1101.24 1009.06 523.73  415.77
18      515.6   1278.5  1085.58 924.29  1014.95 538.62  387.04  1025.8  1360.24 427.46  1184.94 247.23  680.57  1210.11 1276.45 1143.25 549.48  0.0     1187.86 937.15  509.16  1003.35 950.38  1098.61 424.32  798.31  1202.95 507.83  837.14  1446.62 1095.41 814.85  671.45  499.08  670.72  1234.21 361.88  1148.33 981.42  1353.83 570.74  1975.1  1237.56 1255    614.97  395.86  502.17  736.88  1201.11 1155.73 623.6   515.6
19      748.28  1862.1  666.49  1727.85 1818.44 1108.14 1191.78 1829.29 1921.58 853.74  1746.28 1084.13 1241.91 1771.45 1859.39 1704.59 1352.97 911.33  0.0     667.72  1078.68 583.58  1753.87 1767.24 1229.06 346.84  107.8   1311.32 474.55  2007.96 524.22  452.21  785.24  770.1   1474.21 1795.55 1166.62 1718.38 561.65  1915.21 1374.23 2536.44 1798.9  1816.34 1307.33 1199.35 871.71  993.58  308.23  1959.22 1184.94 748.28
20      443.52  1557.4  1007.17 1423.15 1513.74 803.44  887.08  1524.59 1616.88 549.04  1441.58 779.43  937.21  1466.75 1554.69 1399.89 1048.27 606.63  603.41  0.0     773.94  924.2   1449.17 1462.54 924.36  213.86  618.5   1006.62 252.71  1703.26 839.85  230.4   480.54  465.49  1169.51 1490.85 861.92  1413.68 902.27  1610.51 1069.53 2231.71 1494.2  1511.64 1002.63 894.65  567.01  688.88  616.66  1654.52 880.24  443.52
21      468.16  1512.66 757.43  1158.47 1249.11 153.45  368.39  1259.96 1594.4  573.62  1419.1  481.46  914.81  1444.27 1510.61 1377.41 783.64  234.16  1074.67 823.97  0.0     675.2   1184.54 1332.77 412.95  685.12  1089.76 742.09  724     1680.83 767.33  701.66  572.39  400.03  904.88  1468.37 596.04  1382.49 653.34  1588.03 804.96  2209.28 1471.72 1489.16 352.64  630.02  404.48  408.64  985.94  1389.89 857.76  468.16
22      1045.59 2130.14 264.32  1776    1866.59 733.1   1238.68 1877.44 2211.79 1151.13 2036.58 1098.87 1532.21 2061.75 2128.09 1994.89 1401.12 851.64  574.78  965.13  763.36  0.0     1802.02 1950.25 1275.96 644.23  589.87  1359.47 771.84  2298.26 92.13   749.6   879.35  710.5   1522.36 2085.85 1213.52 1999.97 148.59  2205.51 1422.38 2826.74 2089.2  2106.64 932.29  1247.5  986.91  655.26  310.66  2007.37 1475.24 1045.59
23      1162.11 529.31  1775.28 553.05  64.5    1228.32 1006.21 75.42   588.79  1073.93 417.75  936.93  698.41  438.66  526.6   371.8   746.34  1024.64 1834.33 1583.62 1198.86 1693.05 0.0     148.23  1043.49 1444.78 1849.42 541.78  1483.66 675.17  1785.12 1461.32 1361.15 1188.69 729.73  462.76  917.57  197.95  1671.12 582.42  726.15  1203.65 437.17  483.55  1234.14 695.55  1191.87 1426.58 1847.58 520.12  1004.46 1162.11
24      1142.78 381.08  1910.42 688.11  117.14  1363.46 1141.35 127.99  440.56  1054.6  269.52  1072.07 550.18  290.43  378.37  223.57  881.48  1159.78 1815.0  1564.29 1334.0  1828.19 211.27  0.0     1178.63 1425.45 1830.09 676.92  1464.33 526.94  1920.32 1441.99 1496.22 1323.92 864.87  314.53  1052.71 49.72   1806.26 434.18  861.29  1055.42 288.85  335.32  1369.28 830.69  1339.23 1561.72 1828.25 655.29  856.23  1142.78
25      472.62  1196.93 1084.5  842.79  933.38  537.54  299.35  944.23  1317.22 384.44  1141.92 246.08  637.55  1167.09 1194.86 1100.23 467.91  333.8   1144.84 894.13  508.08  1002.27 868.81  1017.04 0.0     755.29  1159.93 426.26  794.17  1403.6  1094.37 771.8   670.37  498.0   589.15  1191.19 240.6   1066.76 980.34  1310.85 489.17  1932.08 1194.54 1211.93 527.28  314.29  501.09  735.8   1158.09 1074.16 580.58  472.62
26      425.49  1539.24 827.66  1405.06 1495.65 785.35  868.99  1506.5  1598.79 530.95  1423.49 761.34  919.12  1448.66 1536.6  1381.8  1030.18 588.54  423.9   344.95  755.89  744.69  1431.08 1444.45 906.27  0.0     438.94  988.53  151.75  1685.17 660.34  129.42  462.45  447.4   1151.42 1472.76 843.83  1395.59 722.76  1592.42 1051.44 2213.65 1476.09 1493.55 984.54  876.56  548.92  670.79  437.15  1636.43 862.15  425.49
27      895.09  2008.91 813.36  1874.66 1965.25 1254.95 1338.59 1976.1  2068.39 1000.55 1893.09 1230.94 1388.72 1918.26 2006.2  1851.4  1499.78 1058.14 146.81  814.55  1225.49 730.39  1900.68 1914.05 1375.87 493.65  0.0     1458.13 621.36  2154.77 671.03  599.02  932.05  916.91  1621.02 1942.36 1313.4  1865.19 708.46  2062.02 1521.04 2683.25 1945.71 1963.15 1454.14 1346.16 1018.45 1140.31 455.04  2106.03 1331.75 895.09
28      1129.35 770.67  1742.52 673.26  507.12  1195.56 973.45  517.97  1031.34 1041.17 860.3   904.17  865.29  881.21  768.62  814.35  713.58  991.88  1801.57 1550.86 1166.1  1660.29 442.55  590.78  1010.73 1412.02 1816.66 0       1450.9  1117.72 1752.35 1428.56 1328.39 1156.02 696.97  905.31  884.81  640.5   1638.36 1024.97 693.39  1628.77 879.65  926.1   1201.38 662.79  1159.11 1393.82 1814.82 647.89  902.69  1129.35
29      383.59  1497.47 874.65  1363.22 1453.81 743.41  827.15  1464.66 1556.95 489.11  1381.65 719.53  877.28  1406.82 1494.76 1339.96 988.34  546.7   470.89  303.11  714.05  791.68  1389.24 1402.61 864.43  81.34   485.98  946.69  0       1643.33 707.31  88.22   420.61  405.48  1109.58 1430.92 801.99  1353.75 769.75  1550.58 1009.6  2171.81 1434.27 1451.71 942.7   834.74  507.08  628.95  484.14  1594.59 820.25  383.59
30      1598.31 595.35  2454.14 1246.48 839.46  1953.44 1723.44 850.31  404.55  1510.13 710.23  1615.79 1005.71 489.74  592.64  573.62  1463.13 1754.47 2270.53 2019.82 1923.98 2371.91 933.62  752.0   1760.72 1880.98 2285.62 1346.43 1919.86 0.0     2464.01 1897.52 2025.48 1867.64 1534.31 528.72  1698.28 703.14  2349.98 398.18  1464.39 528.48  783.66  540.06  1951.37 1412.34 1794.76 2105.44 2283.78 1066.83 1311.76 1598.31
31      953.47  2067.36 429.42  1958.89 2049.44 915.99  1421.57 2060.33 2126.84 1059.0  1951.54 1281.76 1447.17 1976.71 2064.65 1909.85 1584.01 1034.53 482.65  873.0   946.25  346.45  1984.91 1972.5  1458.85 552.1   497.68  1542.36 679.78  2213.22 0.0     657.42  990.5   893.39  1705.25 2000.81 1396.41 1923.64 324.52  2120.47 1605.27 2741.7  2004.16 2021.6  1115.18 1430.29 1076.97 838.15  218.56  2190.26 1390.2  953.47
32      405.99  1519.81 896.99  1385.54 1476.15 765.85  849.49  1487    1579.29 511.43  1403.93 741.84  899.62  1429.16 1517.1  1362.3  1010.68 569.0   493.23  325.45  736.31  814.02  1411.58 1424.95 886.77  103.68  508.32  969.03  22.34   1665.67 729.67  0       442.95  427.9   1131.92 1453.24 824.33  1376.09 792.09  1572.92 1031.94 2194.15 1456.61 1474.05 965.04  857.06  529.42  651.29  506.48  1616.93 842.65  405.99
33      650.49  1757.41 909.82  1403.21 1493.86 675.72  865.95  1504.71 1823.8  756.0   1648.49 726.14  1144.12 1673.66 1755.36 1606.8  1028.39 478.91  942.7   692.08  646.26  827.63  1429.29 1577.52 903.33  553.15  957.79  986.74  591.94  1910.17 919.76  569.77  0       337.71  1149.63 1697.84 840.72  1627.24 805.7   1817.41 1049.65 2438.65 1701.11 1718.55 874.91  874.77  614.18  561.16  955.95  1634.64 1087.06 650.49
34      340.11  1419.66 841.63  1065.47 1156.11 337.97  528.2   1166.96 1501.4  445.57  1326.1  388.39  821.73  1351.27 1417.61 1284.41 690.64  141.16  946.62  695.91  308.51  759.4   1091.54 1239.77 565.48  557.07  961.71  648.99  595.95  1587.78 851.53  573.59  427.5   0.0     811.88  1375.37 503.04  1289.49 737.47  1495.03 711.9   2116.26 1378.72 1396.16 537.16  537.02  276.43  492.93  959.87  1296.89 764.76  340.11
35      763.11  1071.98 1105.08 431.58  808.43  504.89  254.25  819.28  1321.12 674.93  1145.82 536.64  641.45  1170.99 1069.93 1104.06 489.74  624.35  1435.33 1184.62 509.48  1022.85 743.86  892.09  290.49  1045.78 1450.42 301.31  1084.66 1407.5  1114.98 1062.32 960.86  788.49  0       1195.09 219.4   941.81  1000.92 1314.75 466.96  1708.19 1198.44 1215.88 482.18  436.36  791.58  756.38  1448.58 949.21  678.8   763.11
36      1284.86 66.55   2108.42 879.06  505.27  1561.46 1339.35 516.12  331.02  1196.68 396.88  1270.07 692.26  180.89  63.84   260.17  1079.48 1357.78 1957.08 1706.37 1532.0  2026.19 440.7   438.55  1376.63 1567.53 1972.17 874.92  1606.41 417.4   2118.32 1584.07 1694.29 1521.92 1062.87 0.0     1250.71 389.69  2004.26 324.65  1059.26 945.88  470.21  232.19  1567.28 1028.69 1481.31 1759.72 1970.33 454.18  998.31  1284.86
37      533.65  1257.96 1145.53 903.82  994.31  598.57  337.08  1005.26 1378.25 445.47  1202.95 307.18  698.58  1228.12 1255.91 1161.26 528.94  394.89  1205.87 955.16  569.11  1063.3  929.84  1078.07 197.14  816.32  1220.96 487.29  855.2   1464.63 1155.43 832.86  731.31  558.98  526.52  1252.22 0.0     1127.79 1041.37 1371.88 550.2   1993.11 1255.57 1273.01 565.01  375.32  562.12  796.83  1219.12 1135.19 641.61  533.65
38      1093.06 331.27  1948.89 737.8   166.8   1448.19 1218.19 177.65  390.84  1004.88 219.8   1110.54 500.46  240.71  328.58  173.85  931.14  1249.22 1765.28 1514.57 1418.73 1866.66 260.96  79.34   1255.47 1375.73 1780.37 726.58  1414.6  477.22  1958.79 1392.27 1520.23 1362.39 914.53  264.81  1102.37 0.0     1844.73 384.47  910.95  1005.7  239.22  285.6   1446.12 880.3   1289.51 1600.19 1778.53 704.95  806.51  1093.06
39      1067.6  2152.07 286.29  1797.93 1888.52 755.03  1260.61 1899.37 2233.81 1173.06 2058.51 1120.8  1554.14 2083.68 2150.02 2016.82 1423.05 873.57  596.71  987.06  785.29  21.93   1823.95 1972.18 1297.89 666.16  611.8   1381.4  793.87  2320.19 114.06  771.53  901.28  732.43  1544.29 2107.78 1235.45 2021.9  0.0     2227.44 1444.25 2848.67 2111.09 2128.57 954.22  1269.43 1008.84 677.19  332.64  2029.3  1497.17 1067.6
40      1297.23 294.27  2153.06 1109.38 538.38  1652.36 1422.36 549.23  6.37    1209.05 409.25  1314.71 704.63  188.66  291.56  272.54  1162.05 1453.39 1969.45 1718.74 1622.9  2070.83 632.45  450.92  1459.64 1579.9  1984.54 1113.61 1618.78 180.8   2162.96 1596.44 1724.4  1566.56 1276.5  227.72  1397.2  402.06  2048.9  0.0     1163.31 709.34  482.58  238.98  1650.29 1111.26 1493.68 1804.36 1982.7  681.9   1010.68 1297.23
41      711.83  993.71  1325.0  639.64  730.21  778.04  555.93  741.01  1119.45 623.65  944.15  486.65  439.78  969.32  991.66  902.46  296.06  574.36  1384.05 1133.34 748.58  1242.77 665.59  813.82  593.24  994.5   1399.14 223.04  1033.38 1205.83 1334.9  1011.04 910.87  738.5   385.93  993.42  573.77  863.58  1220.84 1113.08 0.0     1734.31 996.77  1014.21 783.86  245.27  741.59  976.3   1397.3  870.94  477.18  711.83
42      2171.34 1168.43 3027.22 1817.57 1412.54 2526.52 2296.52 1423.39 977.63  2083.21 1283.41 2188.87 1578.79 1062.82 1165.72 1146.7  2036.21 2327.55 2843.61 2592.81 2497.06 2944.99 1506.7  1325.08 2333.8  2454.06 2858.6  1917.52 2492.94 1134.44 3037.08 2470.6  2598.56 2440.72 2105.47 1101.88 2271.36 1276.14 2923.06 971.26  2037.47 0       1356.74 1113.06 2524.45 1985.42 2367.84 2678.52 2856.86 1637.92 1884.84 2171.34
43      1207.93 446.27  1957.17 734.94  178.71  1410.21 1188.1  189.56  505.71  1119.78 334.67  1118.82 615.33  355.58  443.45  288.72  928.23  1206.6  1880.15 1629.44 1380.75 1874.94 258.05  262.37  1225.38 1490.6  1895.24 723.67  1529.48 592.09  1967.0  1507.14 1543.05 1370.71 911.62  379.68  1099.46 312.09  1853.01 499.31  908.04  1120.54 0       400.47  1416.03 877.44  1404.38 1608.47 1893.43 702.04  921.43  1207.93
44      1217.4  220.93  2073.26 1029.63 458.58  1572.56 1342.56 469.43  274.68  1129.25 219.23  1234.91 624.83  124.55  218.22  192.74  1082.25 1373.59 1889.65 1638.94 1543.1  1991.03 552.74  371.12  1379.84 1500.1  1904.74 1033.81 1538.98 361.06  2083.16 1516.64 1644.6  1486.76 1196.7  154.31  1317.4  322.26  1969.1  268.31  1083.51 889.54  402.78  0       1570.49 1031.46 1413.88 1724.49 1902.9  608.56  930.88  1217.4
45      708.69  1487.3  955.84  791.8   1223.75 355.7   245.81  1234.6  1607.59 674.81  1432.29 536.52  927.92  1457.46 1485.25 1390.54 758.28  474.69  1315.2  1064.49 360.27  873.64  1159.18 1307.41 290.37  925.65  1330.29 716.63  964.53  1693.97 965.77  942.19  812.92  640.55  417.01  1481.56 399.89  1357.13 851.71  1601.22 779.54  2222.45 1484.91 1502.35 0       604.66  645.01  607.17  1184.29 1364.53 870.95  708.69
46      561.45  969.17  1174.62 615.12  705.62  627.68  405.55  716.47  1088.95 473.27  913.65  336.19  409.28  938.82  967.12  872.05  145.68  423.98  1233.67 982.96  598.2   1092.39 641.05  789.28  442.83  844.12  1248.76 198.5   882.92  1175.33 1184.52 860.66  760.49  588.12  361.39  962.92  380.39  839.0   1070.46 1082.58 261.41  1703.81 966.27  983.71  633.5   0       591.21  825.92  1246.97 846.4   446.68  561.45
47      346.09  1459.95 903.41  1116.03 1206.62 390.64  578.71  1217.47 1519.43 451.59  1344.13 438.9   839.76  1369.3  1468.12 1302.44 741.15  191.67  952.54  701.93  361.18  821.18  1142.05 1290.28 615.91  563.09  967.73  699.5   601.97  1605.81 913.25  579.63  489.28  316.91  862.35  1393.4  553.55  1340.0  799.25  1513.06 762.33  2134.29 1396.75 1414.19 589.83  587.53  0       554.71  965.89  1347.4  782.79  346.09
48      1078.05 2157.6  482.28  1803.46 1894.05 760.56  1266.14 1904.9  2239.34 1183.46 2064.04 1126.33 1559.67 2089.21 2155.55 2022.35 1428.58 879.1   956.15  1235.67 790.82  400.05  1829.48 1977.71 1303.42 1044.28 971.24  1386.83 1171.99 2325.72 492.18  1149.65 906.81  737.96  1549.82 2113.31 1240.98 2027.43 378.12  2232.97 1449.84 2854.2  2116.58 2134.1  959.75  1274.96 1014.37 0       710.79  2034.83 1502.7  1078.05
49      780.51  1894.42 446.68  1760.16 1850.76 957.72  1224.1  1861.61 1953.9  886.06  1778.6  1116.45 1274.23 1803.77 1891.71 1736.91 1385.29 943.65  315.53  700.06  1111.0  363.71  1786.19 1799.56 1261.38 379.16  330.62  1343.64 506.87  2040.28 279.36  484.47  817.53  802.43  1506.53 1827.87 1198.94 1750.7  341.78  1947.53 1406.55 2568.75 1831.22 1848.66 1156.91 1231.67 904.03  879.88  0       1991.54 1217.26 780.51
50      1222.87 294.28  1836.04 606.68  429.93  1289.08 1066.97 440.8   559.41  1134.69 783.11  997.7   958.81  409.28  292.23  488.56  807.1   1085.47 1895.09 1644.38 1259.65 1753.81 365.36  513.59  1104.25 1505.54 1910.18 602.54  1544.42 645.79  1845.94 1522.08 1421.91 1249.6  790.55  345.29  978.33  563.31  1731.88 553.04  786.91  1314.11 802.53  460.58  1294.9  756.31  1252.63 1487.38 1908.34 0       996.21  1222.87
51      491.64  892.58  1347.47 821.14  885.19  846.77  616.81  896.03  952.1   403.54  776.78  509.16  272.39  801.93  889.95  735.12  453.1   647.8   1163.86 913.15  817.31  1265.24 847.2   797.79  654.01  774.38  1178.95 404.61  813.21  1038.44 1357.46 790.87  918.86  760.97  567.5   826.07  591.61  748.86  1243.31 945.69  454.4   1566.92 829.38  846.82  844.7   402.19  688.09  998.77  1177.11 1052.55 0       491.64
52      0.0     1113.82 1061.54 979.57  1070.16 548.77  443.5   1081.01 1173.3  105.46  998.0   335.85  493.63  1023.17 1111.11 956.31  604.69  349.8   865.86  615.09  519.31  979.31  1005.59 1018.96 480.78  476.31  880.95  563.04  515.19  1259.68 1071.37 492.85  620.81  475.04  725.91  1047.27 418.34  970.1   957.38  1166.93 625.95  1788.16 1050.62 1068.06 671.43  451.07  390.09  712.84  879.11  1210.94 436.66  0.0
