        1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32
19      472.62  426.26  1165.79 643.87  1211.1  1038.27 1332.74 299.35  1187.1  299.14  1191.19 950.46  1159.93 944.23  436.94  600.66  794.17  1171.7  0.0     1041.79 755.29  1932.08 1194.54 1211.93 527.28  314.29  501.09  735.8   1158.09 1074.16 580.58  472.62
20      1118.03 701.61  1811.2  925.4   309.69  447.07  431.33  1166.04 285.69  1165.83 289.78  158.91  1805.34 152.68  1287.55 1451.27 1439.58 380.68  1203.32 0.0     1400.7  1030.67 264.17  310.57  1393.97 855.38  1314.48 1586.41 1803.5  679.92  831.48  1118.03
21      425.49  988.53  444.85  1206.14 1492.67 1600.54 1614.31 868.99  1468.67 868.78  1472.76 1512.69 438.94  1506.5  691.62  848.47  151.75  1563.66 906.27  1420.24 0.0     2213.65 1476.09 1493.55 984.54  876.56  548.92  670.79  437.15  1636.43 862.15  425.49
22      2171.34 1917.52 2864.56 2141.31 1121.79 1601.94 993.15  2296.52 1019.91 2296.31 1101.88 1429.62 2858.6  1423.39 2430.63 2589.64 2492.94 1192.78 2333.8  1300.87 2454.06 0       1356.74 1113.06 2524.45 1985.42 2367.84 2678.52 2856.86 1637.92 1884.84 2171.34
23      1207.93 723.67  1901.1  947.46  399.59  469.13  521.23  1188.1  375.59  1187.89 379.68  195.79  1895.24 189.56  1309.61 1473.33 1529.48 470.58  1225.38 287.12  1490.6  1120.54 0       400.47  1416.03 877.44  1404.38 1608.47 1893.43 702.04  921.43  1207.93
24      1217.4  1033.81 1910.6  1242.15 174.29  395.45  290.2   1342.56 144.56  1342.35 154.31  475.66  1904.74 469.43  1476.67 1635.68 1538.98 245.28  1379.84 346.91  1500.1  889.54  402.78  0       1570.49 1031.46 1413.88 1724.49 1902.9  608.56  930.88  1217.4
25      708.69  716.63  1336.15 934.24  1501.47 1328.64 1623.11 245.81  1477.47 227.36  1481.56 1240.83 1330.29 1234.6  577.77  419.39  964.53  1462.05 290.37  1332.16 925.65  2222.45 1484.91 1502.35 0       604.66  645.01  607.17  1184.29 1364.53 870.95  708.69
26      561.45  198.5   1254.62 416.11  982.92  810.53  1104.47 405.55  958.83  405.43  962.92  722.7   1248.76 716.47  527.07  690.78  882.92  944.0   442.83  814.03  844.12  1703.81 966.27  983.71  633.5   0       591.21  825.92  1246.97 846.4   446.68  561.45
27      346.09  699.5   973.59  917.11  1413.31 1311.51 1534.95 578.71  1389.31 578.5   1393.4  1223.7  967.73  1217.47 294.75  453.76  601.97  1444.86 615.91  1315.03 563.09  2134.29 1396.75 1414.19 589.83  587.53  0       554.71  965.89  1347.4  782.79  346.09
28      1078.05 1386.83 1077.31 1604.54 2133.22 1998.88 2254.86 1266.14 2109.22 1265.93 2113.31 1911.13 971.24  1904.9  982.18  844.7   1171.99 2132.37 1303.42 2002.46 1044.28 2854.2  2116.58 2134.1  959.75  1274.96 1014.37 0       710.79  2034.83 1502.7  1078.05
29      780.51  1343.64 441.9   1561.25 1847.78 1955.65 1969.42 1224.1  1823.78 1223.89 1827.87 1867.79 330.62  1861.61 1046.73 1041.86 506.87  1918.77 1261.38 1775.27 379.16  2568.75 1831.22 1848.66 1156.91 1231.67 904.03  879.88  0       1991.54 1217.26 780.51
30      1222.87 602.54  1916.04 826.38  365.2   135.62  574.93  1066.97 429.25  1066.76 345.29  447.01  1910.18 440.8   1188.48 1352.2  1544.42 269.05  1104.25 538.43  1505.54 1314.11 802.53  460.58  1294.9  756.31  1252.63 1487.38 1908.34 0       996.21  1222.87
31      491.64  404.61  1184.71 622.22  846.0   1016.62 967.61  616.81  821.94  616.56  826.07  902.26  1178.95 896.03  750.88  909.89  813.21  917.0   654.01  773.56  774.38  1566.92 829.38  846.82  844.7   402.19  688.09  998.77  1177.11 1052.55 0       491.64
32      0.0     563.04  886.79  780.65  1067.18 1175.05 1188.82 443.5   1043.18 443.29  1047.27 1087.22 880.95  1081.01 452.88  611.89  515.19  1138.17 480.78  994.7   476.31  1788.16 1050.62 1068.06 671.43  451.07  390.09  712.84  879.11  1210.94 436.66  0.0
