        1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52
11      405.99  245.0   1619.96 1476.15 298.53  119.03  225.08  103.68  37.25   11.06   0       22.34   698.23  899.62  1552.26 1597.91 1597.91 1581.04 1581.04 1493.19 1487    1519.81 896.99  1385.54 814.02  765.85  849.49  1487    1579.29 511.43  1403.93 741.84  427.9   1429.16 1517.1  1362.3  1010.68 569.0   493.23  325.45  736.31  2194.15 1456.61 1474.05 965.04  857.06  529.42  651.29  506.48  1616.93 842.65  405.99
12      383.59  222.6   1597.62 1453.81 276.11  96.69   202.74  81.34   14.91   99.2    88.22   0       675.89  877.28  1529.92 1575.57 1575.57 1558.7  1558.7  1470.84 1464.66 1497.47 874.65  1363.22 791.68  743.41  827.15  1464.66 1556.95 489.11  1381.65 719.53  405.48  1406.82 1494.76 1339.96 988.34  546.7   470.89  303.11  714.05  2171.81 1434.27 1451.71 942.7   834.74  507.08  628.95  484.14  1594.59 820.25  383.59
13      416.13  840.13  1007.9  837.48  893.66  714.16  737.28  698.81  752.6   726.41  715.35  737.69  0.0     224.75  877.39  985.85  985.85  968.98  968.98  854.62  848.39  844.94  1271.97 773.5   1189.74 771.27  541.27  848.39  904.42  327.96  729.12  433.62  685.47  754.29  842.23  687.43  405.41  572.3   1088.36 837.65  741.81  1519.28 781.74  799.18  769.2   354.62  612.59  923.27  1101.61 1004.87 167.78  416.13
14      592.64  1016.63 793.39  679.65  1070.16 890.66  913.68  875.31  929.1   902.91  891.85  914.19  176.52  0.0     719.5   1037.9  1037.9  1021.03 1021.03 696.73  690.5   687.05  1448.47 825.55  1366.24 947.77  717.68  690.5   746.53  504.46  571.23  610.12  861.97  596.4   684.34  529.54  457.46  748.8   1264.79 1014.14 918.31  1361.39 623.85  641.29  945.7   406.67  789.09  1099.77 1278.07 1056.92 306.09  592.64
15      1249.59 1673.58 413.64  84.3    1727.11 1547.61 1570.73 1532.26 1586.05 1559.86 1548.8  1571.14 894.62  718.11  0.0     391.59  391.59  374.72  374.72  101.38  95.15   549.04  1862.76 640.53  1780.53 1315.8  1093.69 95.15   608.52  1161.41 437.48  1024.41 1276.26 458.39  546.33  391.53  833.82  1112.12 1921.81 1671.1  1286.34 1223.38 456.9   503.28  1321.62 783.03  1279.35 1514.06 1935.06 607.63  1024.19 1249.59
16      1344.41 1768.38 22.05   354.43  1821.93 1642.43 1665.55 1627.08 1680.87 1654.68 1643.62 1665.96 988.18  768.16  389.79  0       0       90.23   90.23   371.51  365.28  141.75  1957.58 728.22  1875.35 1410.62 1188.51 365.28  406.92  1256.23 472.78  1119.23 1371.08 256.79  139.74  336.07  928.64  1206.94 2016.63 1765.92 1381.16 1021.78 546.11  308.09  1416.44 877.85  1374.17 1608.88 2029.88 303.34  1117.75 1344.41
17      1344.41 1768.38 22.05   354.43  1821.93 1642.43 1665.55 1627.08 1680.87 1654.68 1643.62 1665.96 988.18  768.16  389.79  0       0       90.23   90.23   371.51  365.28  141.75  1957.58 728.22  1875.35 1410.62 1188.51 365.28  406.92  1256.23 472.78  1119.23 1371.08 256.79  139.74  336.07  928.64  1206.94 2016.63 1765.92 1381.16 1021.78 546.11  308.09  1416.44 877.85  1374.17 1608.88 2029.88 303.34  1117.75 1344.41
18      1318.5  1742.49 38.92   328.52  1796.02 1616.52 1639.57 1601.17 1654.96 1628.77 1617.71 1640.05 962.27  785.03  363.88  16.87   16.87   0       0       345.6   339.37  158.66  1931.67 702.31  1849.44 1384.66 1162.6  339.37  423.79  1230.32 489.65  1093.32 1345.17 273.66  156.61  352.94  902.73  1181.03 1990.72 1740.01 1355.25 1038.65 562.98  324.9   1390.53 851.94  1348.26 1582.97 2003.97 277.43  1091.84 1318.5
19      1318.5  1742.49 38.92   328.52  1796.02 1616.52 1639.57 1601.17 1654.96 1628.77 1617.71 1640.05 962.27  785.03  363.88  16.87   16.87   0       0       345.6   339.37  158.66  1931.67 702.31  1849.44 1384.66 1162.6  339.37  423.79  1230.32 489.65  1093.32 1345.17 273.66  156.61  352.94  902.73  1181.03 1990.72 1740.01 1355.25 1038.65 562.98  324.9   1390.53 851.94  1348.26 1582.97 2003.97 277.43  1091.84 1318.5
20      1209.36 1633.35 404.92  60.76   1686.83 1507.38 1530.48 1492.03 1545.82 1519.63 1508.57 1530.91 793.24  616.76  100.61  382.87  382.87  366     366     0       71.52   447.58  1854.04 631.81  1771.81 1307.08 1084.97 71.52   507.14  1121.18 336.02  1015.69 1267.54 357.01  444.95  290.15  825.1   1103.4  1881.58 1630.87 1277.62 1122    355.52  401.9   1312.9  774.31  1270.63 1505.34 1894.83 598.91  922.81  1209.36
21      1215.59 1639.53 411.15  66.99   1693.06 1513.61 1536.73 1498.26 1552.05 1525.86 1514.8  1537.09 799.41  622.99  106.84  389.1   389.1   372.23  372.23  6.15    0       453.89  1860.18 638.04  1778.04 1313.31 1091.2  0       513.37  1127.41 342.33  1021.92 1273.77 363.24  451.18  296.38  831.33  1109.63 1887.79 1637.1  1283.85 1128.23 361.75  408.13  1319.13 780.54  1276.86 1511.57 1901.06 605.13  928.98  1215.59
22      1268.55 1692.54 106.34  438.72  1746.07 1566.57 1589.69 1551.22 1605.01 1578.82 1567.76 1590.1  852.43  675.91  474.08  123.17  123.17  174.52  174.52  455.8   449.57  0.0     2041.87 812.51  1959.64 1494.9  1272.8  449.57  314.71  1180.37 380.57  1203.52 1455.37 164.58  47.53   243.86  1012.93 1291.23 1940.77 1690.06 1465.43 929.57  453.82  215.88  1500.73 962.14  1458.46 1693.09 1954.02 387.63  982     1268.55
23      962.27  734.06  2177.72 2033.91 434.48  622.97  781.35  560.95  703.52  677.33  666.27  688.61  1254.58 1455.97 2069.27 2155.67 2155.67 2138.71 2138.71 2050.99 2044.76 2076.16 0.0     1943.32 330.88  900.42  1406.0  2044.76 2135.64 1067.8  1960.34 1266.19 877.82  1985.51 2073.45 1918.65 1568.44 1018.96 473.79  881.76  930.68  2750.5  2012.96 2030.4  1099.61 1414.82 1085.77 822.58  227.36  2174.69 1398.96 962.27
24      812.66  1236.65 859.39  715.58  1290.18 1110.68 1133.8  1095.33 1149.12 1122.84 1111.87 1134.21 456.43  548.6   750.89  837.34  837.34  820.47  820.47  732.66  726.43  979.13  1425.83 0       1343.6  878.87  335.52  726.43  1228.27 724.48  1052.97 587.48  839.33  1078.14 977.08  1011.28 396.89  675.19  1484.88 1234.17 849.41  1837.23 1105.57 1123.03 563.45  346.1   842.34  1077.13 1498.13 856.36  586     812.66
25      1045.59 817.39  2010.4  1866.59 517.81  706.28  864.76  644.23  786.85  760.66  749.6   771.84  1330.82 1532.21 1901.95 1988.35 1988.35 1971.48 1971.48 1883.67 1877.44 2130.14 264.32  1776    0.0     733.1   1238.68 1877.44 2211.79 1151.13 2036.58 1098.87 710.5   2061.75 2128.09 1994.89 1401.12 851.64  574.78  965.13  763.36  2826.74 2089.2  2106.64 932.29  1247.5  986.91  655.26  310.66  2007.37 1475.24 1045.59
26      593.42  951.65  1336.69 1192.88 1005.18 825.73  848.85  810.38  864.17  837.98  826.92  849.26  695.66  897.05  1228.24 1314.64 1314.64 1297.76 1297.76 1209.96 1203.73 1456.43 838.18  760.93  755.95  0.0     214.94  1203.73 1576.72 698.88  1401.42 505.65  525.28  1426.59 1454.38 1359.73 727.41  359.42  1199.93 949.22  245.0   2191.58 1454.04 1471.48 199.19  573.79  529.74  489.48  1066.69 1333.63 840.03  593.42
27      603.65  961.89  1263.93 1120.12 1015.46 835.96  859.08  820.61  874.4   848.21  837.15  859.48  622.9   824.29  1155.48 1241.88 1241.88 1224.98 1224.98 1137.2  1130.97 1383.67 850.83  688.13  768.6   250.66  0.0     1130.97 1503.96 571.18  1328.66 432.89  535.49  1353.83 1381.62 1286.97 654.65  369.65  1210.09 959.45  255.23  2118.82 1381.28 1398.72 227.93  500.98  539.97  502.11  1079.34 1260.84 767.32  603.65
28      1215.59 1639.53 411.15  66.99   1693.06 1513.61 1536.73 1498.26 1552.05 1525.86 1514.8  1537.09 799.41  622.99  106.84  389.1   389.1   372.23  372.23  6.15    0       453.89  1860.18 638.04  1778.04 1313.31 1091.2  0       513.37  1127.41 342.33  1021.92 1273.77 363.24  451.18  296.38  831.33  1109.63 1887.79 1637.1  1283.85 1128.23 361.75  408.13  1319.13 780.54  1276.86 1511.57 1901.06 605.13  928.98  1215.59
29      1290.86 1714.85 394.24  532.01  1768.3  1588.88 1611.91 1573.53 1627.32 1601.13 1590.07 1612.34 874.74  698.2   571.86  411.07  411.07  462.33  462.33  549.09  542.86  287.9   2146.69 1103.06 2064.46 1645.99 1415.99 542.86  0.0     1202.68 402.88  1308.34 1560.19 182.28  285.19  266.17  1155.68 1447.02 1963.08 1712.37 1616.53 702.89  476.13  232.61  1643.92 1104.89 1487.31 1797.99 1976.33 675.5   1004.31 1290.86
30      88.18   512.1   1302.15 1158.34 565.7   386.19  409.32  370.85  424.64  398.45  387.34  409.73  380.37  581.81  1234.45 1280.1  1280.1  1263.23 1263.23 1175.4  1169.19 1202.0  956.08  1067.75 873.85  443.31  531.68  1169.19 1261.48 0.0     1086.18 424.03  369.58  1111.35 1199.29 1044.49 692.87  244.34  760.4   509.69  413.85  1876.34 1138.8  1156.24 642.5   539.25  284.63  607.38  773.65  1299.12 524.84  88.18
31      1099.2  1523.19 443.75  344.54  1576.72 1397.22 1420.34 1381.87 1435.66 1409.45 1398.41 1420.75 683.08  506.53  384.39  460.58  460.58  511.93  511.93  361.62  355.39  337.41  1954.97 915.59  1872.8  1454.26 1224.33 355.39  396.89  1011.02 0.0     1116.68 1368.53 246.76  334.7   179.9   964.02  1255.36 1771.42 1520.71 1424.87 1011.75 288.74  180.45  1452.26 913.23  1295.65 1606.33 1784.64 882.69  812.65  1099.2
32      318.56  755.53  1246.44 1102.66 809.09  629.59  652.71  614.24  668.03  641.84  630.78  653.12  566.89  768.28  1138.02 1224.42 1224.42 1207.55 1207.55 1119.74 1113.51 1366.21 838.35  1012.07 756.12  291.39  474.75  1113.51 1447.95 424.02  1272.65 0.0     251.85  1297.79 1364.16 1230.96 637.19  87.71   1003.79 753.08  261.93  2062.81 1325.27 1342.71 490.58  483.57  254.94  489.65  1016.99 1243.44 711.31  318.56
33      340.11  698.38  1299.92 1156.11 751.84  572.42  595.54  557.07  610.86  584.67  573.59  595.95  620.34  821.73  1191.47 1277.87 1277.87 1261    1261    1173.19 1166.96 1419.66 841.63  1065.47 759.4   337.97  528.2   1166.96 1501.4  445.57  1326.1  388.39  0.0     1351.27 1417.61 1284.41 690.64  141.16  946.62  695.91  308.51  2116.26 1378.72 1396.16 537.16  537.02  276.43  492.93  959.87  1296.89 764.76  340.11
34      1171.49 1595.48 274.87  412.64  1649.01 1469.51 1492.63 1454.16 1507.95 1481.76 1470.7  1493.04 755.37  578.89  452.49  291.7   291.7   343.05  343.05  429.72  423.44  168.53  2027.24 983.69  1945.09 1526.62 1296.62 423.44  150.13  1083.31 283.5   1188.97 1440.82 0.0     165.82  146.8   1036.31 1327.65 1843.71 1593.0  1497.16 764.99  356.84  113.24  1524.55 985.52  1367.94 1678.62 1856.96 556.12  884.94  1171.49
35      1221.02 1644.97 225.95  462.17  1698.54 1519.04 1542.16 1503.69 1557.48 1531.29 1520.23 1542.53 804.83  628.41  502.02  242.78  242.78  294.13  294.13  479.25  473.02  119.61  2076.85 1033.22 1994.62 1576.15 1346.15 473.02  267.18  1132.84 333.04  1238.5  1490.35 117.05  0.0     196.33  1085.84 1377.18 1893.24 1642.53 1546.69 882.04  406.37  168.35  1574.08 1035.05 1417.47 1728.15 1906.49 507.16  934.47  1221.02
36      1024.69 1448.61 352.22  265.84  1502.21 1322.71 1345.83 1307.36 1361.15 1334.96 1323.9  1346.24 608.57  432.09  305.69  369.05  369.05  420.39  420.39  282.92  276.69  245.88  1880.52 836.89  1798.29 1379.82 1149.82 276.69  305.36  936.51  136.71  1042.17 1293.97 155.23  243.17  0.0     889.51  1180.85 1696.91 1446.2  1350.36 920.22  210.04  200.12  1377.75 838.72  1221.14 1531.77 1710.16 803.99  738.14  1024.69
37      415.77  839.7   1012.09 868.28  893.24  713.79  736.81  698.44  752.23  726.04  714.98  737.32  379.23  580.7   903.64  990.04  990.04  973.17  973.17  885.36  879.13  1200.89 1028.94 777.69  946.71  481.98  259.87  879.13  1260.37 327.59  1085.07 190.59  442.44  1110.24 1129.78 1043.38 0.0     278.3   1087.99 837.28  452.52  1875.23 1137.69 1155.13 487.8   249.19  445.53  680.24  1101.24 1009.06 523.73  415.77
38      515.6   939.63  1158.76 1014.95 993.15  813.66  836.74  798.31  852.1   825.91  814.85  837.14  479.18  680.57  1050.23 1136.71 1136.71 1119.81 1119.81 1032.03 1025.8  1278.5  1085.58 924.29  1003.35 538.62  387.04  1025.8  1360.24 427.46  1184.94 247.23  499.08  1210.11 1276.45 1143.25 549.48  0.0     1187.86 937.15  509.16  1975.1  1237.56 1255    614.97  395.86  502.17  736.88  1201.11 1155.73 623.6   515.6
39      748.28  520.0   1962.25 1818.44 225.33  408.91  567.37  346.84  489.46  463.27  452.21  474.55  1040.52 1241.91 1894.55 1940.2  1940.2  1923.33 1923.33 1835.47 1829.29 1862.1  666.49  1727.85 583.58  1108.14 1191.78 1829.29 1921.58 853.74  1746.28 1084.13 770.1   1771.45 1859.39 1704.59 1352.97 911.33  0.0     667.72  1078.68 2536.44 1798.9  1816.34 1307.33 1199.35 871.71  993.58  308.23  1959.22 1184.94 748.28
40      443.52  355.18  1657.55 1513.74 408.71  229.21  172.93  213.86  267.65  241.46  230.4   252.71  735.8   937.21  1589.85 1635.5  1635.5  1618.63 1618.63 1530.77 1524.59 1557.4  1007.17 1423.15 924.2   803.44  887.08  1524.59 1616.88 549.04  1441.58 779.43  465.49  1466.75 1554.69 1399.89 1048.27 606.63  603.41  0.0     773.94  2231.71 1494.2  1511.64 1002.63 894.65  567.01  688.88  616.66  1654.52 880.24  443.52
41      468.16  826.44  1392.92 1249.11 879.97  700.47  723.59  685.12  738.95  712.72  701.66  724     713.34  914.81  1284.47 1370.87 1370.87 1354    1354    1266.19 1259.96 1512.66 757.43  1158.47 675.2   153.45  368.39  1259.96 1594.4  573.62  1419.1  481.46  400.03  1444.27 1510.61 1377.41 783.64  234.16  1074.67 823.97  0.0     2209.28 1471.72 1489.16 352.64  630.02  404.48  408.64  985.94  1389.89 857.76  468.16
42      2171.34 2595.38 1274.77 1412.54 2648.91 2469.41 2492.53 2454.06 2507.85 2481.66 2470.6  2492.94 1755.25 1578.79 1452.39 1291.6  1291.6  1601.94 1601.94 1429.62 1423.39 1168.43 3027.22 1817.57 2944.99 2526.52 2296.52 1423.39 977.63  2083.21 1283.41 2188.87 2440.72 1062.82 1165.72 1146.7  2036.21 2327.55 2843.61 2592.81 2497.06 0       1356.74 1113.06 2524.45 1985.42 2367.84 2678.52 2856.86 1637.92 1884.84 2171.34
43      1207.93 1631.92 508.05  178.71  1685.45 1505.95 1529.07 1490.6  1544.39 1518.2  1507.14 1529.48 791.81  615.33  154.92  486     486     469.13  469.13  195.79  189.56  446.27  1957.17 734.94  1874.94 1410.21 1188.1  189.56  505.71  1119.78 334.67  1118.82 1370.71 355.58  443.45  288.72  928.23  1206.6  1880.15 1629.44 1380.75 1120.54 0       400.47  1416.03 877.44  1404.38 1608.47 1893.43 702.04  921.43  1207.93
44      1217.4  1641.37 327.27  458.58  1694.95 1515.45 1538.52 1500.1  1553.89 1527.7  1516.64 1538.98 801.31  624.83  498.43  344.1   344.1   395.45  395.45  475.66  469.43  220.93  2073.26 1029.63 1991.03 1572.56 1342.56 469.43  274.68  1129.25 219.23  1234.91 1486.76 124.55  218.22  192.74  1082.25 1373.59 1889.65 1638.94 1543.1  889.54  402.78  0       1570.49 1031.46 1413.88 1724.49 1902.9  608.56  930.88  1217.4
45      708.69  1066.94 1367.56 1223.75 1120.5  940.96  964.12  925.65  979.44  953.16  942.19  964.53  726.53  927.92  1259.11 1345.51 1345.51 1328.64 1328.64 1240.83 1234.6  1487.3  955.84  791.8   873.64  355.7   245.81  1234.6  1607.59 674.81  1432.29 536.52  640.55  1457.46 1485.25 1390.54 758.28  474.69  1315.2  1064.49 360.27  2222.45 1484.91 1502.35 0       604.66  645.01  607.17  1184.29 1364.53 870.95  708.69
46      561.45  985.44  849.51  705.62  1038.97 859.47  882.59  844.12  897.91  871.72  860.66  882.92  317.11  409.28  740.98  827.38  827.38  810.53  810.53  722.7   716.47  969.17  1174.62 615.12  1092.39 627.68  405.55  716.47  1088.95 473.27  913.65  336.19  588.12  938.82  967.12  872.05  145.68  423.98  1233.67 982.96  598.2   1703.81 966.27  983.71  633.5   0       591.21  825.92  1246.97 846.4   446.68  561.45
47      346.09  704.41  1350.43 1206.62 757.85  578.44  601.54  563.09  616.88  590.69  579.63  601.97  638.37  839.76  1241.98 1328.38 1328.38 1311.51 1311.51 1223.7  1217.47 1459.95 903.41  1116.03 821.18  390.64  578.71  1217.47 1519.43 451.59  1344.13 438.9   316.91  1369.3  1468.12 1302.44 741.15  191.67  952.54  701.93  361.18  2134.29 1396.75 1414.19 589.83  587.53  0       554.71  965.89  1347.4  782.79  346.09
48      1078.05 1217.44 2037.86 1894.05 917.86  1106.35 1135.3  1044.28 1186.9  1160.67 1149.65 1171.99 1358.28 1559.67 1929.41 2015.81 2015.81 1998.88 1998.88 1911.13 1904.9  2157.6  482.28  1803.46 400.05  760.56  1266.14 1904.9  2239.34 1183.46 2064.04 1126.33 737.96  2089.21 2155.55 2022.35 1428.58 879.1   956.15  1235.67 790.82  2854.2  2116.58 2134.1  959.75  1274.96 1014.37 0       710.79  2034.83 1502.7  1078.05
49      780.51  552.32  1994.57 1850.76 252.74  441.23  599.67  379.16  521.78  495.59  484.47  506.87  1072.84 1274.23 1926.87 1972.52 1972.52 1955.65 1955.65 1867.79 1861.61 1894.42 446.68  1760.16 363.71  957.72  1224.1  1861.61 1953.9  886.06  1778.6  1116.45 802.43  1803.77 1891.71 1736.91 1385.29 943.65  315.53  700.06  1111.0  2568.75 1831.22 1848.66 1156.91 1231.67 904.03  879.88  0       1991.54 1217.26 780.51
50      1222.87 1646.9  174.54  429.93  1700.39 1520.89 1544.01 1505.54 1559.33 1533.14 1522.08 1544.42 866.64  958.81  465.29  152.49  152.49  135.62  135.62  447.01  440.8   294.28  1836.04 606.68  1753.81 1289.08 1066.97 440.8   559.41  1134.69 783.11  997.7   1249.6  409.28  292.23  488.56  807.1   1085.47 1895.09 1644.38 1259.65 1314.11 802.53  460.58  1294.9  756.31  1252.63 1487.38 1908.34 0       996.21  1222.87
51      491.64  915.63  1055.61 885.19  969.16  789.74  812.79  774.38  828.16  801.98  790.87  813.21  75.49   272.39  925.02  1033.49 1033.49 1016.62 1016.62 902.26  896.03  892.58  1347.47 821.14  1265.24 846.77  616.81  896.03  952.1   403.54  776.78  509.16  760.97  801.93  889.95  735.12  453.1   647.8   1163.86 913.15  817.31  1566.92 829.38  846.82  844.7   402.19  688.09  998.77  1177.11 1052.55 0       491.64
52      0.0     617.63  1213.97 1070.16 671.16  491.62  514.7   476.31  530.1   503.91  492.85  515.19  292.2   493.63  1146.27 1191.92 1191.92 1175.05 1175.05 1087.22 1081.01 1113.82 1061.54 979.57  979.31  548.77  443.5   1081.01 1173.3  105.46  998.0   335.85  475.04  1023.17 1111.11 956.31  604.69  349.8   865.86  615.09  519.31  1788.16 1050.62 1068.06 671.43  451.07  390.09  712.84  879.11  1210.94 436.66  0.0
