        1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32
16      1318.5  1742.49 38.92   328.52  1796.02 1616.52 1639.57 1601.17 1654.96 1628.77 1617.71 698.17  2011.64 921.96  229.58  0       439.31  1162.6  293.67  1162.39 209.67  1038.65 562.98  324.9   1390.53 851.94  1348.26 1582.97 2003.97 277.43  1091.84 1318.5
17      1322.25 1746.24 425.63  563.4   1799.77 1620.27 1643.39 1604.92 1658.67 1632.52 1621.38 1138.63 2015.42 1346.97 272.64  493.81  0.0     1447.38 170.77  1447.17 252.74  734.36  507.6   263.92  1675.31 1136.28 1518.7  1829.38 2007.72 706.92  1035.7  1322.25
18      603.65  961.89  1263.93 1120.12 1015.46 835.96  859.08  820.61  874.4   848.21  837.15  613     1231.11 830.61  1397.84 1224.98 1519.48 0.0     1373.84 123.73  1377.93 2118.82 1381.28 1398.72 227.93  500.98  539.97  502.11  1079.34 1260.84 767.32  603.65
19      1151.57 1575.47 254.95  392.72  1629.09 1449.59 1472.63 1434.24 1488.03 1461.81 1450.78 967.95  1844.74 1176.29 101.97  323.08  208.65  1276.7  0.0     1276.49 82.06   807.99  336.92  93.24   1504.58 965.6   1348.02 1658.7  1837.04 536.24  865.02  1151.57
20      880.97  1304.96 1085.1  941.29  1358.49 1178.99 1202.11 1163.64 1217.43 1191.24 1180.18 434.17  1574.14 656.23  1347.86 1046.11 1469.5  372.11  1323.86 0.0     1327.95 1841.05 1331.3  1348.74 600.04  571.81  909.44  874.15  1566.44 1082.07 811.71  880.97
21      1284.86 1708.85 172.89  505.27  1762.38 1582.88 1606.0  1567.53 1621.32 1595.13 1584.07 874.92  1978.03 1098.71 19.91   241.07  346.54  1339.35 200.9   1339.14 0.0     945.88  470.21  232.19  1567.28 1028.69 1481.31 1759.72 1970.33 454.18  998.31  1284.86
22      2171.34 2595.38 1274.77 1412.54 2648.91 2469.41 2492.53 2454.06 2507.85 2481.66 2470.6  1917.52 2864.56 2141.31 1121.79 1601.94 993.15  2296.52 1019.91 2296.31 1101.88 0       1356.74 1113.06 2524.45 1985.42 2367.84 2678.52 2856.86 1637.92 1884.84 2171.34
23      1207.93 1631.92 508.05  178.71  1685.45 1505.95 1529.07 1490.6  1544.39 1518.2  1507.14 723.67  1901.1  947.46  399.59  469.13  521.23  1188.1  375.59  1187.89 379.68  1120.54 0       400.47  1416.03 877.44  1404.38 1608.47 1893.43 702.04  921.43  1207.93
24      1217.4  1641.37 327.27  458.58  1694.95 1515.45 1538.52 1500.1  1553.89 1527.7  1516.64 1033.81 1910.6  1242.15 174.29  395.45  290.2   1342.56 144.56  1342.35 154.31  889.54  402.78  0       1570.49 1031.46 1413.88 1724.49 1902.9  608.56  930.88  1217.4
25      708.69  1066.94 1367.56 1223.75 1120.5  940.96  964.12  925.65  979.44  953.16  942.19  716.63  1336.15 934.24  1501.47 1328.64 1623.11 245.81  1477.47 227.36  1481.56 2222.45 1484.91 1502.35 0       604.66  645.01  607.17  1184.29 1364.53 870.95  708.69
26      561.45  985.44  849.51  705.62  1038.97 859.47  882.59  844.12  897.91  871.72  860.66  198.5   1254.62 416.11  982.92  810.53  1104.47 405.55  958.83  405.43  962.92  1703.81 966.27  983.71  633.5   0       591.21  825.92  1246.97 846.4   446.68  561.45
27      346.09  704.41  1350.43 1206.62 757.85  578.44  601.54  563.09  616.88  590.69  579.63  699.5   973.59  917.11  1413.31 1311.51 1534.95 578.71  1389.31 578.5   1393.4  2134.29 1396.75 1414.19 589.83  587.53  0       554.71  965.89  1347.4  782.79  346.09
28      1078.05 1217.44 2037.86 1894.05 917.86  1106.35 1135.3  1044.28 1186.9  1160.67 1149.65 1386.83 1077.31 1604.54 2133.22 1998.88 2254.86 1266.14 2109.22 1265.93 2113.31 2854.2  2116.58 2134.1  959.75  1274.96 1014.37 0       710.79  2034.83 1502.7  1078.05
29      780.51  552.32  1994.57 1850.76 252.74  441.23  599.67  379.16  521.78  495.59  484.47  1343.64 441.9   1561.25 1847.78 1955.65 1969.42 1224.1  1823.78 1223.89 1827.87 2568.75 1831.22 1848.66 1156.91 1231.67 904.03  879.88  0       1991.54 1217.26 780.51
30      1222.87 1646.9  174.54  429.93  1700.39 1520.89 1544.01 1505.54 1559.33 1533.14 1522.08 602.54  1916.04 826.38  365.2   135.62  574.93  1066.97 429.25  1066.76 345.29  1314.11 802.53  460.58  1294.9  756.31  1252.63 1487.38 1908.34 0       996.21  1222.87
31      491.64  915.63  1055.61 885.19  969.16  789.74  812.79  774.38  828.16  801.98  790.87  404.61  1184.71 622.22  846.0   1016.62 967.61  616.81  821.94  616.56  826.07  1566.92 829.38  846.82  844.7   402.19  688.09  998.77  1177.11 1052.55 0       491.64
32      0.0     617.63  1213.97 1070.16 671.16  491.62  514.7   476.31  530.1   503.91  492.85  563.04  886.79  780.65  1067.18 1175.05 1188.82 443.5   1043.18 443.29  1047.27 1788.16 1050.62 1068.06 671.43  451.07  390.09  712.84  879.11  1210.94 436.66  0.0
