        1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92
13      1024.69 139.51  391.74  179.32  155.23  298.99  320.88  326.59  165.61  305.36  175.24  185.29  0.0     1700.89 1763.78 1890.42 1880.52 1376.54 1473.92 1530.92 1350.36 1187.1  1865.17 1003.96 836.89  1448.61 352.22  265.84  1502.21 1322.71 1345.83 1307.36 1361.15 1334.96 1323.9  1346.24 608.57  432.09  305.69  369.05  369.05  787.91  936.51  1696.91 1357.02 1467.62 1860.77 243.17  1565.91 1293.97 245.88  1717.86 1180.85 1712.0  1647.66 846.75  1641.18 890.77  1578.95 1798.29 1645.58 692.81  1776.75 1036.75 1136.66 1444.22 270.23  1262.18 450.29  110.09  863.34  420.39  1023.04 1618.8  276.69  1903.19 1442.94 770.15  1523.14 360.0   129.52  920.22  210.04  200.12  1377.75 838.72  1221.14 1531.77 1710.16 803.99  738.14  1024.69
14      888.13  1883.57 2135.8  1923.39 1899.29 2043.05 2064.94 2070.7  1909.67 2049.42 1919.3  1929.35 1832.43 0.0     222.75  299.64  289.76  459.55  571.52  410.46  600.9   1113.5  468.02  1359.9  1613.54 1024.92 1847.94 1704.13 725.34  913.83  945.38  851.76  994.38  968.19  957.13  979.47  1168.36 1369.75 1739.49 1825.89 1825.89 1045.8  993.59  763.63  547.84  732.65  270.01  1965.63 445.45  548.04  1967.68 884.79  689.18  778.65  714.37  1034.43 584.06  1259.86 660.54  207.53  712.3   1733.64 422.2   1401.96 1063.06 709.21  1942.45 770.51  2194.35 1868.11 1219.28 1809.02 917.28  685.52  1714.98 315.03  654.78  1126.09 400.51  1639.56 1837.51 2664.28 1926.66 1944.18 769.83  1085.04 824.44  492.8   518.2   1844.91 1312.78 888.13
15      969.81  1965.25 2217.48 2005.07 1980.97 2124.73 2146.62 2152.38 1991.35 2131.1  2000.97 2011.03 1914.11 81.6    0.0     381.25  371.44  541.23  653.2   492.12  682.58  1195.18 549.79  1441.58 1695.16 1106.6  1929.62 1785.81 807.02  995.51  1027.06 933.44  1076.06 1049.87 1038.75 1061.15 1250.04 1451.43 1821.17 1907.57 1907.57 1127.48 1075.27 845.31  629.52  814.33  351.69  2047.31 527.13  629.72  2049.36 966.47  770.84  860.4   796.06  1116.11 665.74  1341.6  742.22  289.21  793.98  1815.4  503.88  1483.64 1144.68 790.93  2024.13 852.19  2276.03 1949.79 1300.96 1890.66 998.96  767.2   1796.66 396.71  736.46  1207.77 482.12  1721.24 1919.19 2745.95 2008.42 2025.86 851.51  1166.65 906.13  574.48  599.92  1926.59 1394.43 969.81
16      953.47  1960.94 2213.22 2000.81 1976.71 2120.47 2142.36 2148.12 1987.09 2126.84 1996.72 2006.77 1909.85 507.45  570.4   0.0     429.42  804.9   916.87  755.81  946.25  1458.85 193.92  1705.25 1958.89 725.26  2193.29 2049.44 425.68  614.17  772.59  552.1   694.68  668.53  657.42  679.78  1245.78 1447.17 2084.84 2171.24 2171.24 1391.15 1059.0  482.65  893.19  1006.26 263.47  2064.65 790.8   893.39  2067.36 603.81  1034.53 497.68  433.4   1105.74 303.08  1605.27 379.56  346.45  431.32  2079.08 122.54  1747.31 1408.41 982.86  2091.71 1115.86 2271.77 1904.3  1564.57 2154.34 1262.61 404.54  2060.33 660.38  1000.13 1471.44 745.86  1984.91 1923.64 2741.7  2004.16 2021.6  1115.18 1430.29 1076.97 838.15  218.56  2190.26 1390.2  953.47
17      962.27  1969.79 2222.02 2009.61 1985.51 2129.27 2151.16 2156.92 1995.89 2135.64 2005.52 2015.57 1918.65 491.88  554.83  280.74  0.0     789.33  901.28  740.24  930.68  1443.28 178.35  1689.68 1943.32 734.06  2177.72 2033.91 434.48  622.97  781.35  560.95  703.52  677.33  666.27  688.61  1254.58 1455.97 2069.27 2155.67 2155.67 1375.58 1067.8  473.79  877.62  1015.06 287.55  2073.45 775.23  877.82  2076.16 595.03  1018.96 488.96  424.62  1114.54 294.3   1589.7  370.78  330.88  422.54  2063.51 131.34  1731.74 1392.84 991.66  2100.51 1100.27 2280.57 1913.1  1549.06 2138.71 1247.06 395.76  2044.76 644.81  984.56  1455.78 730.29  1969.34 1932.34 2750.5  2012.96 2030.4  1099.61 1414.82 1085.77 822.58  227.36  2174.69 1398.96 962.27
18      654.15  1649.59 1901.82 1689.41 1665.31 1809.07 1830.96 1836.72 1675.69 1815.44 1685.32 1695.37 1598.45 346.45  409.4   535.98  526.08  0.0     337.54  176.48  366.92  879.52  704.43  1125.92 1379.56 814.25  1613.96 1470.15 867.78  688.28  711.4   672.93  726.72  700.53  689.47  711.81  934.37  1135.77 1505.51 1591.91 1591.91 811.82  759.61  999.95  313.86  498.67  506.33  1731.65 211.47  314.06  1733.7  1083.43 455.2   1015.04 950.7   800.45  820.38  1025.94 896.86  443.85  948.62  1499.75 658.52  1167.94 829.08  475.27  1708.47 536.53  1960.37 1634.13 985.3   1575.02 683.3   921.84  1481    548.75  420.8   892.06  168.7   1405.58 1603.53 2430.3  1692.76 1710.2  535.85  851.06  590.47  177.38  754.59  1610.93 1078.8  654.15
19      591.9   1587.34 1839.57 1627.16 1603.06 1746.8  1768.71 1774.47 1613.44 1753.19 1623.07 1633.12 1536.2  483.4   546.35  672.93  663.03  159.05  0.0     313.38  560.3   817.27  841.38  1063.67 1317.31 752.0   1551.71 1407.9  805.53  626.03  649.13  610.68  664.47  638.28  627.18  649.56  872.13  1073.52 1443.26 1529.66 1529.66 749.57  697.32  1000.23 566.96  436.42  643.28  1669.4  348.42  251.81  1671.45 1021.18 392.95  1015.32 950.98  738.2   944.5   963.69  882.27  580.8   948.9   1437.5  795.47  1105.73 766.83  413.02  1646.22 474.22  1898.12 1571.88 923.05  1512.76 621.05  922.12  1418.75 685.7   652.82  829.86  305.65  1343.33 1541.28 2368.05 1630.51 1647.95 788.95  788.81  528.22  314.33  891.54  1548.68 1016.55 591.9
20      477.68  1473.13 1725.42 1513.01 1488.91 1632.67 1654.56 1660.32 1499.29 1639.03 1508.92 1518.97 1422.05 373.52  436.47  562.98  553.15  49.17   161.13  0.0     446.15  703.05  731.5   949.52  1203.16 637.85  1437.56 1293.75 691.38  511.88  535.0   496.53  550.32  524.13  513.07  535.41  757.98  959.37  1329.11 1415.51 1415.51 635.42  583.21  886.08  452.81  322.27  533.4   1555.25 238.54  137.66  1557.3  907.03  278.8   901.17  836.83  624.05  830.35  849.54  768.12  470.92  834.75  1323.35 685.59  991.58  652.68  298.87  1532.07 360.13  1783.97 1457.73 808.9   1398.64 506.9   807.97  1304.6  575.82  538.73  715.71  195.77  1229.18 1427.13 2253.9  1516.36 1533.8  674.8   674.66  414.07  204.45  781.66  1434.53 902.4   477.68
21      468.16  1428.63 1680.83 1468.37 1444.27 1588.03 1609.92 1615.68 1454.71 1594.4  1464.37 1474.41 1377.41 577.8   640.77  767.33  757.43  482.54  579.87  326.3   0.0     412.95  935.78  904.88  1158.47 826.44  1392.92 1249.11 879.97  700.47  723.59  685.12  738.95  712.72  701.66  724     713.34  914.81  1284.47 1370.87 1370.87 590.85  573.62  1074.67 130.65  588.15  737.68  1510.61 442.06  400.03  1512.66 1095.62 234.16  1089.76 1025.46 579.41  1018.93 804.96  956.71  675.2   1023.34 1278.71 889.87  946.94  608.04  564.75  1487.52 315.49  1739.33 1413.19 764.26  1354    462.26  996.56  1259.96 780.1   220.95  671.07  399.26  1184.54 1382.49 2209.28 1471.72 1489.16 352.64  630.02  404.48  408.64  985.94  1389.89 857.76  468.16
22      472.62  1151.34 1403.6  1191.19 1167.09 1310.85 1332.74 1338.5  1177.47 1317.22 1187.1  1197.15 1100.23 904.87  967.82  1094.37 1084.5  580.52  677.9   734.9   508.08  0.0     1262.85 589.15  842.79  896.61  1077.19 933.38  950.14  770.64  793.76  755.29  809.08  782.82  771.8   794.17  436.16  637.55  968.74  1055.14 1055.14 275.04  384.44  1144.84 514.69  686.13  1064.75 1194.86 769.89  498.0   1196.93 1165.79 333.8   1159.93 1095.59 302.23  1089.11 489.17  1026.88 1002.27 1093.51 962.94  1216.94 631.21  252.6   662.73  1171.7  415.19  1462.15 1097.36 448.53  1038.27 227.02  1066.73 944.23  1107.11 600.66  355.34  727.12  868.81  1066.76 1932.08 1194.54 1211.93 527.28  314.29  501.09  735.8   1158.09 1074.16 580.58  472.62
23      1039.56 2035.0  2287.23 2074.78 2050.72 2194.48 2216.37 2222.13 2061.1  2200.85 2070.73 2080.78 1983.86 313.53  376.48  244.59  235.5   610.98  722.93  561.89  752.33  1264.9  0.0     1511.33 1764.97 969.92  1999.37 1855.56 670.34  858.83  1017.29 796.69  939.38  913.19  902.09  924.47  1319.76 1521.18 1890.92 1977.32 1977.32 1197.23 1145.02 709.37  699.27  884.08  215.01  2117.06 596.88  699.47  2119.11 830.53  840.61  724.46  660.12  1185.86 529.8   1411.35 606.28  152.53  658.04  1885.16 367.2   1553.39 1214.49 860.68  2093.88 921.94  2345.78 2019.54 1370.71 1960.35 1068.69 631.26  1866.41 466.46  806.21  1277.52 551.94  1790.99 1988.94 2815.71 2078.17 2095.61 921.26  1236.47 975.88  644.23  463.27  1996.34 1464.21 1039.56
24      763.11  1155.19 1407.5  1195.09 1170.99 1314.75 1336.64 1342.4  1181.37 1321.12 1191.0  1201.05 1104.06 925.45  988.4   1114.98 1105.08 871.01  968.39  671.77  509.48  290.49  1283.43 0       431.58  1187.1  952.24  808.43  1240.63 1061.13 1084.25 1045.78 1099.57 1073.38 1062.32 1084.66 549.28  641.45  843.79  930.19  930.19  388.04  674.93  1435.33 482.05  976.62  1085.33 1069.93 788.98  788.49  1071.98 1456.28 624.35  1450.42 1386.08 592.72  1379.6  466.96  1317.37 1022.85 1384.0  838.03  1237.52 510.71  231.4   953.22  1046.75 705.68  1466.05 972.41  323.58  913.24  517.51  1357.22 819.28  1127.75 568.55  326.77  746.21  743.86  941.81  1708.19 1198.44 1215.88 482.18  436.36  791.58  756.38  1448.58 949.21  678.8   763.11
25      812.66  1062.42 1314.65 1102.24 1078.14 1221.9  1243.79 1249.55 1088.52 1228.27 1098.15 1108.2  1011.28 1246.2  1309.15 1435.73 1425.83 921.85  1019.23 1076.23 849.41  371.66  1604.13 116.84  0       1236.65 859.39  715.58  1290.18 1110.68 1133.8  1095.33 1149.12 1122.84 1111.87 1134.21 456.43  548.6   750.89  837.34  837.34  295.29  724.48  1484.88 856.07  1027.46 1406.08 977.08  1111.22 839.33  979.13  1505.83 675.19  1499.97 1435.63 642.27  1429.15 376.7   1366.92 1343.6  1433.55 745.18  1558.27 417.86  314.58  1004.06 953.9   756.52  1373.2  879.56  230.73  820.47  568.35  1406.77 726.43  1448.5  649.87  236.51  1068.45 651.01  848.96  1837.23 1105.57 1123.03 563.45  346.1   842.34  1077.13 1498.13 856.36  586     812.66
26      570.66  1578.11 1830.34 1617.93 1593.83 1737.59 1759.48 1765.24 1604.21 1743.96 1613.84 1623.89 1526.97 754.49  817.44  484.67  651.99  660.68  758.06  815.06  901.0   1051.44 416.49  1296.59 1550.23 0.0     1784.63 1640.82 53.53   231.29  389.75  169.22  311.84  285.63  274.59  296.93  862.9   1064.29 1716.93 1762.58 1762.58 982.49  676.12  248.23  907.63  623.38  491.48  1681.77 850.05  592.57  1684.42 269.18  733.71  263.32  198.98  722.88  192.5   1196.61 130.27  569.02  196.9   1670.42 328.07  1338.56 1001.0  599.98  1708.83 815.04  1888.89 1521.42 1155.97 1745.68 887.38  170.1   1651.67 907.42  993.64  1062.78 807.28  1576.25 1540.76 2358.82 1621.28 1638.72 1129.71 1021.73 694.09  815.96  261.48  1781.6  1007.32 570.66
27      1322.36 283.81  510.13  209.63  273.62  417.38  439.27  444.96  284.0   423.75  293.63  303.68  352.9   1755.9  1818.85 1945.41 1935.52 1431.55 1528.93 1585.93 1359.11 1203.74 2113.88 889.98  706.17  1746.35 0.0     332.38  1799.88 1620.38 1643.5  1605.03 1658.82 1632.63 1621.48 1643.86 966.08  784.99  367.74  16.83   16.83   804.99  1234.18 1994.58 1365.74 1537.16 1915.78 156.51  1620.92 1349.03 158.62  2015.53 1184.89 2009.67 1945.33 1151.97 1938.85 886.4   1876.62 1853.3  1943.25 170.11  2067.97 913.16  1089.82 1513.76 133.39  1266.22 568.68  496.36  724.3   68.17   1078.05 1916.47 343.23  1958.2  1451.69 746.21  1578.15 267.81  465.76  1038.61 704.98  324.92  1394.39 855.8   1352.12 1586.83 2007.83 281.29  1095.7  1322.36
28      1226.41 358.4   610.53  398.22  374.12  517.88  539.77  545.53  384.4   524.25  394.13  404.18  307.26  1691.52 1754.47 1881.05 1871.15 1367.17 1464.55 1521.51 1294.73 1139.36 2066.95 825.57  648.92  1650.46 422.03  0.0     1703.99 1524.49 1547.61 1509.14 1562.93 1536.74 1525.68 1548.02 810.27  633.87  117.72  399.98  399.98  740.61  1138.29 1898.61 1301.39 1472.78 1851.4  462.06  1556.54 1284.65 464.77  1919.64 1120.51 1913.78 1849.44 1048.53 1842.96 822.02  1780.73 1788.92 1847.36 504.84  1978.46 848.78  1025.44 1449.31 489.12  1201.84 669.18  164.01  659.92  383.11  1013.67 1820.58 10.88   1893.82 1387.31 681.83  1513.77 172.03  133.41  1139.11 372.63  419.01  1330.01 791.42  1287.74 1522.45 1911.94 616.02  939.92  1226.41
29      585.54  1593.05 1845.22 1632.87 1608.77 1752.53 1774.42 1780.18 1619.15 1758.9  1628.78 1638.83 1541.91 748.24  811.19  478.42  645.74  675.62  772.98  830.0   916.0   1066.38 410.24  1311.53 1565.17 357.32  1799.57 1655.76 0.0     246.23  404.69  184.16  326.78  300.59  289.53  311.87  877.84  1079.23 1731.87 1777.52 1777.52 997.43  691.06  246.86  922.66  638.32  485.23  1696.71 864.94  607.51  1699.42 267.81  748.65  261.95  197.61  737.8   191.13  1211.55 128.9   562.77  195.53  1685.36 321.82  1353.59 1015.94 614.92  1723.77 829.98  1903.75 1536.36 1170.85 1760.65 902.32  168.75  1666.61 901.17  1008.58 1077.62 822.22  1591.19 1555.7  2373.76 1636.22 1653.66 1144.65 1036.67 709.03  830.9   255.22  1796.54 1022.26 585.54
30      414.62  1422.13 1674.36 1461.95 1437.85 1581.61 1603.5  1609.26 1448.23 1587.98 1457.86 1467.91 1370.95 829.05  892.0   675.63  842.95  504.7   602.08  658.99  745.08  895.46  607.45  1140.61 1394.25 190.96  1628.65 1484.84 244.49  0.0     233.77  49.64   155.86  129.67  118.55  140.95  706.92  908.31  1560.95 1606.6  1606.6  826.51  520.14  439.19  751.65  467.31  682.44  1525.79 694.07  436.59  1528.5  460.14  577.73  454.27  389.94  566.88  383.46  1040.63 321.23  759.98  387.86  1514.44 519.03  1182.67 845.02  443.95  1552.85 659.06  1732.91 1365.44 999.99  1589.73 731.4   361.04  1495.69 1098.38 837.66  906.7   651.3   1420.27 1384.78 2202.82 1465.3  1482.74 973.73  865.75  538.11  659.98  452.36  1625.62 851.34  414.62
31      398.08  1405.55 1657.82 1445.41 1421.31 1565.07 1586.96 1592.72 1431.69 1571.44 1441.32 1451.37 1354.45 812.51  875.46  794.41  961.73  488.16  585.54  642.54  728.54  878.92  726.23  1124.02 1377.71 309.74  1612.11 1468.3  363.27  183.73  0.0     168.42  222.21  196.02  184.96  207.3   690.38  891.77  1544.41 1590.06 1590.06 809.97  503.56  557.92  735.2   450.86  801.22  1509.25 677.53  420.05  1511.96 578.88  561.19  573.06  508.72  550.43  502.24  1024.09 440.01  878.76  506.64  1497.9  637.81  1166.13 828.48  427.46  1536.31 642.52  1716.37 1348.9  983.45  1573.19 714.86  479.86  1479.15 1014.81 821.12  890.16  634.76  1403.73 1368.24 2186.3  1448.76 1466.2  957.19  849.21  521.57  643.44  571.22  1609.08 834.7   398.08
32      425.49  1432.94 1685.17 1472.76 1448.66 1592.42 1614.31 1620.06 1459.04 1598.79 1468.67 1478.72 1381.8  839.86  902.81  660.34  827.66  515.51  612.89  669.89  755.89  906.27  592.16  1151.42 1405.06 175.67  1639.46 1495.65 229.2   86.12   244.58  0.0     166.67  140.48  129.42  151.75  717.73  919.12  1571.76 1617.41 1617.41 837.32  530.95  423.9   762.55  478.21  667.15  1536.6  704.86  447.4   1539.24 444.85  588.54  438.94  374.65  577.72  368.17  1051.44 305.94  744.69  372.57  1525.25 503.74  1193.45 855.83  454.81  1563.66 669.87  1743.72 1376.25 1010.8  1600.54 742.21  345.79  1506.5  1083.09 848.47  917.61  662.11  1431.08 1395.59 2213.65 1476.09 1493.55 984.54  876.56  548.92  670.79  437.15  1636.43 862.15  425.49
